"paper_id","label","title","author","journal","volume","number","pages","year","doi","abstract","search_duplicated","n_duplicates","screened_abstracts","notes"
"GNM_313","Walczak2004244","Do Hematopoietic Cells Exposed to a Neurogenic Environment Mimic Properties of Endogenous Neural Precursors?","Walczak, P. and Chen, N. and Hudson, J.E. and Willing, A.E. and Garbuzova-Davis, S.N. and Song, S. and Sanberg, P.R. and Sanchez-Ramos, J. and Bickford, P.C. and Zigova, T.","Journal of Neuroscience Research","76","2","244-254",2004,"10.1002/jnr.20042","Hematopoietic progenitors are cells, which under challenging experimental conditions can develop unusual phenotypic properties, rather distant from their original mesodermal origin. As previously reported, cells derived from human umbilical cord blood (HUCB) or human bone marrow (BM) under certain in vivo or in vitro conditions can manifest neural features that resemble features of neural-derived cells, immunocytochemically and in some instances also morphologically. The present study explored how hematopoietic-derived cells would respond to neurogenic signals from the subventricular zone (SVZ) of adult and aged (6 and 16 months old) rats. The mononuclear fraction of HUCB cells was transplanted into the SVZ of immunosuppressed (single cyclosporin or three-drug treatment) animals. The triple-suppression paradigm allowed us to protect transplanted human cells within the brain and to explore further their phenotypic and migratory properties. One week after implantation, many surviving HUCB cells were located within the SVZ and the vertical limb of the rostral migratory stream (RMS). The migration of HUCB cells was restricted exclusively to the pathway leading to the olfactory bulb. In younger animals, grafted cells navigated almost halfway through the vertical limb, whereas, in the older animals, the migration was less pronounced. The overall cell survival was greater in younger animals than in older ones. Immunocytochemistry for surface CD antigen expression showed that many HUCB cells, either cultured or within the brain parenchyma, retained their hematopoietic identity. A few cells, identified by using human-specific antibodies (anti-human nuclei, or mitochondria) expressed nestin and doublecortin, markers of endogenous neural progenitors. Therefore, it is believed that the environment of the neurogenic SVZ, even in aged animals, was able to support survival, "" neuralization,"" and migratory features of HUCB-derived cells. Â© 2004 Wiley-Liss, Inc.",316,1,"excluded","Not birds"
"GNM_032","Polo20041929","Female starlings adjust primary sex ratio in response to aromatic plants in the nest","Polo, V. and Veiga, J.P. and Cordero, P.J. and ViÃ±uela, J. and Monaghan, P.","Proceedings of the Royal Society B: Biological Sciences","271","1551","1929-1933",2004,"10.1098/rspb.2004.2801","Adjustment of offspring sex ratios should be favoured by natural selection when parents are capable of facultatively altering brood sex ratios and of recognizing the circumstances that predict the probable fitness benefit of producing sons and daughters. Although experimental studies have shown that female birds may adjust offspring sex ratios in response to changes in their own condition and in the external appearance of their mate, and male attributes other than his external morphology are also thought to act as signals of male quality, it is not known whether females will respond to changes in such signals, in the absence of any change in the appearance of the male himself. Here, we experimentally manipulated a male courtship display, the green plants carried to the nest by male spotless starlings (Sturnus unicolor), without changing any physical attributes of the male himself, and examined whether this influenced female decisions on offspring sex ratio. We found that in an environment in which female starlings were producing more daughters than sons, experimental enhancement of the green nesting material caused females to significantly increase the number of male eggs produced and thereby removed the female bias. This effect was consistent in 2 years and at two localities. This demonstrates that the green material, whose function has long puzzled biologists, conveys important information to the female and that she facultatively adjusts offspring production accordingly. Â© 2004 The Royal Society.",32,2,"selected",""
"GNM_083","X.WOS.000359992500015","Experimental shifts in egg-nest contrasts do not alter egg rejection responses in an avian host-brood parasite system","Hauber, Mark E. and Aidala, Zachary and Igic, Branislav and Shawkey, Matthew D. and Moskat, Csaba","ANIMAL COGNITION","18","5","1133-1141",2015,"10.1007/s10071-015-0886-9","Obligate brood parasitic birds exploit their hosts to provide care for unrelated young in the nest. Potential hosts can reduce the cost of parasitism by rejecting foreign eggs from the nest. Observational, comparative, and experimental studies have concluded that most hosts use the coloration and patterning of eggshells to discriminate between own and foreign eggs in the nest. However, an alternative hypothesis is that birds use the colour contrasts between eggshells and the nest lining to identify parasitic eggs (egg-nest contrast hypothesis). In support of this hypothesis, we found that the avian perceivable chromatic contrasts between dyed eggs and unmanipulated nest linings significantly and negatively covaried with the rejection rates of different dyed eggs of the great reed warbler Acrocephalus arundinaceus, a frequently parasitized host of the common cuckoo Cuculus canorus. To experimentally test whether egg-nest contrasts influence rejection, we reciprocally dyed both eggs and the nest lining of this host species with one of two colours: orange and green. Contrary to the egg-nest contrast hypothesis, host rejection patterns in response to dyed eggs were not altered by dyeing nests, relative to unmanipulated control eggs and nests. In turn, experimental egg colour was the only significant predictor of egg rejection rate. Our results demonstrate that egg-nest contrast is a collateral, not a causal factor in egg rejection, and confirm the conclusions of previous studies that hosts can rely on the parasitic egg's appearance itself to recognize the foreign egg in the nest.",83,1,"excluded","No green nest material"
"GNM_333","Kopietz19977232","Crossover between Luttinger and Fermi-liquid behavior in weakly coupled metallic chains","Kopietz, P. and Meden, V. and SchÃ¶nhammer, K.","Physical Review B - Condensed Matter and Materials Physics","56","12","7232-7244",1997,"10.1103/PhysRevB.56.7232","We use higher-dimensional bosonization to study the normal state of electrons in weakly coupled metallic chains interacting with long-range Coulomb forces. Particular attention is paid to the crossover between Luttinger and Fermi-liquid behavior as the interchain hopping (Formula presented) is varied. Although in the physically interesting case of finite but small (Formula presented) the quasiparticle residue does not vanish, the single-particle Greenâ€™s function exhibits the signature of Luttinger-liquid behavior (i.e., anomalous scaling and spin-charge separation) in a large intermediate parameter regime. Using realistic parameters, we find that the scaling behavior in this regime is characterized by an anomalous dimension of the order of unity, as suggested by recent experiments on quasi-one-dimensional conductors. Our calculation also gives insights into the approximations inherent in higher-dimensional bosonization; in particular, we show that the replacement of a curved Fermi surface by a finite number (Formula presented) of flat patches can give rise to unphysical nesting singularities in the single-particle Greenâ€™s function, which disappear only in the limit (Formula presented) or if curvature effects are included. We also compare our approach with other methods. This work extends our recent letter [Phys. Rev. Lett. 74, 2997 (1995)]. Â© 1997 The American Physical Society.",337,1,"excluded","Out of field"
"GNM_268","Hanley2013163","Eggshell conspicuousness is related to paternal brood patch vascularisation in the American thrashers","Hanley, D.","Avian Biology Research","6","2","163-177",2013,"10.3184/175815513X665926","Conspicuous blue-green egg colouration has been of interest to scientists and naturalists for more than a hundred years; however, the function of this trait has never been fully understood and has spurred extensive debate. The American thrashers exhibit great variation in egg colouration and patterning, and also show variation in male brood patch development. A recent hypothesis suggests that conspicuous egg colouration has evolved as the product of sexual conflict, where females may create conspicuous eggs to obtain greater amounts of male care, either in the form of male incubation or incubation assistance to prevent their eggs from being vulnerable to visually orienting predators and brood parasites. The American thrashers, a genus comprising of 10 species, exhibits striking variation in egg colouration and patterning, and also show variation in male brood patch development. By using avian visual modelling, I show that blue-green chroma of American thrasher eggs is positively related to their degree of conspicuousness against a nest background, while brown chroma is negatively related. Interestingly, the degree of male brood patch vascularisation is directly related to eggshell conspicuousness in American thrashers. I suggest that in the American thrashers, male brood patch vascularisation has evolved in response to conspicuous eggshell colouration to mitigate visual risks. Here I show that the degree of male brood patch vascularisation is directly related to relative paternal incubation effort in more than 300 North American breeding birds. This suggests that American thrasher species that possess both conspicuous eggs and brood patches, have most likely evolved to keep these conspicuous nest contents concealed, thereby reducing risk of visual detection. I suggest that these patterns are not unique to thrashers, but may extend to several avian families.",265,1,"excluded","Not empirical"
"GNM_006","Yang2022","Light matters: Nest illumination alters egg rejection behavior in a cavity-nesting bird","Yang, C. and MÃ¸ller, A.P. and Liang, W.","Avian Research","13",NA,NA,2022,"10.1016/j.avrs.2022.100016","Egg discrimination by cavity-nesting birds that build nests under dim light conditions was presumed to depend on nest luminance, although this hypothesis has rarely been tested. Tests of egg discrimination ability by cavity-nesting tits under dim light conditions may reveal the selection pressure from brood parasitism that they encounter under natural interactions. We manipulated the intensity of luminance of nests of the Green-backed Tit (Parus monticolus), a potential cuckoo host that possesses a strong discrimination ability of non-mimetic foreign eggs. We performed experiments to test their egg discrimination ability under different light conditions. Our results showed that Green-backed Tits discriminate against non-mimetic foreign eggs under normal light conditions in nest boxes, and this ability persisted at nest luminance as low as 4.78 â€‹Â± â€‹1.31 lux that is several times lower than normal luminance (38.11 â€‹Â± â€‹24.02 lux). However, egg discrimination by Green-backed Tits disappeared when nest luminance was reduced to a minimum of 0.35 â€‹Â± â€‹0.15 lux. The latter value represents total darkness for humans. The present study shows that nest luminance plays a key role in egg discrimination by Green-backed Tits that build nests under dim light conditions. This study provides strong experimental evidence for nest illumination altering egg rejection behavior in cavity-nesting birds. Â© 2022 The Authors",6,2,"excluded","No green nest material"
"GNM_080","X.WOS.000367613800014","Successive sheep grazing reduces population density of Brandt's voles in steppe grassland by altering food resources: a large manipulative experiment","Li, Guoliang and Yin, Baofa and Wan, Xinrong and Wei, Wanhong and Wang, Guiming and Krebs, Charles J. and Zhang, Zhibin","OECOLOGIA","180","1","149-159",2016,"10.1007/s00442-015-3455-7","Livestock grazing has shaped grassland ecosystems around the world. Previous studies indicated grazing showed various impacts on small rodents; however, most studies were conducted over 1-2 years without controlling for confounding factors such as immigration/emigration and predation in rodents. Brandt's voles (Lasiopodomys brandtii) are generally recognized as pests because of food overlap with domestic herbivores, but are also important for biodiversity conservation because they provide nests or food to many birds. Fully understanding the ecological relationship between domestic herbivores and small mammals is essential to making ecosystem management decisions. To address these needs, we carried out a field experiment during the period 2010-2013 to assess the effects of sheep grazing on vegetation and the population density of Brandt's voles along a gradient of three grazing intensities by using 12 large-scale enclosures. Responses of Brandt's voles to livestock grazing varied with grazing intensity and year. As compared to the control group, sheep grazing had no effect on vole abundance in the first year but an overall negative effect on vole abundance in the following 3 years. Successive grazing caused decreases in survival and male body mass of voles, but had no significant effect on fecundity. Negative effects of grazing were associated with a grazing-induced deterioration in both food quantity (reflected by biomass and cover of less-preferred plants), and food quality (measured by tannin and total phenol content). Our findings highlight the urgent need for more flexible management of yearly rotational grazing to optimize livestock production while maintaining species diversity and ecosystem health.",80,1,"excluded","Not birds"
"GNM_367","Slagsvold1985321","Variation in plumage colour of the Great tit Parus major in relation to habitat, season and food","Slagsvold, T. and Lifjeld, J.T.","Journal of Zoology","206","3","321-328",1985,"10.1111/j.1469-7998.1985.tb05661.x","The plumage colour of nestling and adult Great tits Parus major major L. was studied at Trondheim (63 Â°N, 10 Â°E), Norway. Nestlings reared in deciduous woodland were yellower than those reared in coniferous woodland, those reared in 1983 were yellower than those in 1982, and the later in the breeding season they were reared the more yellow they were. Furthermore, adults were yellower than nestlings, and for both groups the males were yellower than the females. Experimental interchange of eggs between nests showed that the variation in plumage colour observed between broods was related primarily to the food and not to genetic differences. Sampling, by the neckâ€�collar method, of the food brought by the parent birds showed that the yellower nestlings received a greater proportion of lepidopteran larvae, in particular greenishâ€�coloured ones, than did the nestlings with a paler plumage. A speculation is whether or not the variation in plumage colour has some adaptive value (viz. background matching). In avian systematics, plumage coloration has been used to distinguish and describe subspecies. The present study shows that such a classification should only be made with certain reservations, until possible variation in the food quality of the subspecies is known to have no influence on plumage coloration. 1985 The Zoological Society of London",371,1,"excluded","No green nest material"
"GNM_213","Bleu201973","Experimental increase in temperature affects eggshell thickness, and not egg mass, eggshell spottiness or egg composition in the great tit (Parus major)","Bleu, J. and Agostini, S. and Angelier, F. and Biard, C.","General and Comparative Endocrinology","275",NA,"73-81",2019,"10.1016/j.ygcen.2019.02.004","Phenotypic effects of global warming have been documented in many different taxa. However, the importance of transgenerational phenotypic plasticity in these adaptations are seldom studied. In birds, temperature could affect egg characteristics. Higher temperatures during egg-laying may reduce maintenance costs for females and allow a higher investment in reproduction. Yet, females may also use temperatures as a cue for the risk of mismatch latter in the season. Thus, higher temperatures may be correlated to an acceleration of embryonic development (e.g. via hormonal manipulation). We performed an experiment in which night-time temperature was increased in the nestbox by approximately 1 Â°C throughout the entire laying period in great tits (Parus major). We collected one pre-treatment egg (beginning of the laying sequence) and one post-treatment egg (end of the laying sequence). Egg content (yolk androgens and lysozymes in the albumen), eggshell coloration, eggshell mass, egg mass, and shape were not affected by the treatment. However, last-laid eggs in clutches from control nestboxes had a thicker eggshell than last-laid eggs from heated nestboxes, suggesting a putative slight decrease of maternal investment with the experimental increase of temperature. We also observed effects of the laying sequence on egg characteristics. Eggs that were laid late in the laying sequence were heavier, larger, had larger spots and higher yolk androgens than eggs laid earlier. Lysozyme concentration decrease with the laying sequence in late clutches only. Thus, effects of temperature may also change with the laying sequence and it would be interesting in the future to tests the effects on first-laid eggs. Â© 2019 Elsevier Inc.",210,1,"excluded","No green nest material"
"GNM_287","Lindberg20092266","Oligodendrocyte progenitor cells can act as cell of origin for experimental glioma","Lindberg, N. and Kastemar, M. and Olofsson, T. and Smits, A. and Uhrbom, L.","Oncogene","28","23","2266-2275",2009,"10.1038/onc.2009.76","Gliomas are primary brain tumors mainly affecting adults. The cellular origin is unknown. The recent identification of tumor-initiating cells in glioma, which share many similarities with normal neural stem cells, has suggested the cell of origin to be a transformed neural stem cell. In previous studies, using the RCAStv-a mouse model, platelet-derived growth factor B (PDGF-B)-induced gliomas have been generated from nestin or glial fibrillary acidic protein-expressing cells, markers of neural stem cells. To investigate if committed glial progenitor cells could be the cell of origin for glioma, we generated the Ctv-a mouse where tumor induction would be restricted to myelinating oligodendrocyte progenitor cells (OPCs) expressing 2â€²,3â€²-cyclic nucleotide 3â€²-phosphodiesterase. We showed that PDGF-B transfer to OPCs could induce gliomas with an incidence of 33. The majority of tumors resembled human WHO grade II oligodendroglioma based on close similarities in histopathology and expression of cellular markers. Thus, with the Ctv-a mouse we have showed that the cell of origin for glioma may be a committed glial progenitor cell. Â© 2009 Macmillan Publishers Limited.",288,1,"excluded","Not birds"
"GNM_370","Rothstein1982229","Mechanisms of avian egg recognition: Which egg parameters elicit responses by rejecter species?","Rothstein, S.I.","Behavioral Ecology and Sociobiology","11","4","229-239",1982,"10.1007/BF00299299","Some species of North American passerines nearly always reject nonmimetic eggs placed in their nests and have apparently evolved this behavior in response to brood parasitism. Experiments presented here examined the specific egg parameters to which 'rejecter species' respond, the relative tolerances rejecters show towards nonmimetic eggs and the degree to which rejection is limited to eggs of the brown-headed cowbird (Molothrus ater), the only parasitic bird widespread in North America. Relative to cowbird eggs, American robin (Turdus migratorius) eggs are larger, blue rather than white and immaculate rather than spotted. Experiments using 10 egg models at 137 nests showed that robins respond to each of these differences (Figs. 2 and 3) but do not usually reject an egg that deviates from their own by only one difference. Eggs that differ in ant two of the three parameters are usually rejected. This built-in tolerance reduces the likelihood that robins will reject their own eggs if these are atypical in size or coloration. Small egg size was the most important parameter eliciting rapid rejections (i.e. within 1 day), probably because differnces in size can be detected by both visual and tactile perception. By contrast, small egg size was the least important parameter determining whether eggs were eventually rejected (i.e. within 5 days, Tables 2 and 3). In terms of their eventual response, robins may be more sensitive to egg coloration than to size because the latter parameter is less reliable in distinguishing between robin and cowbird eggs. Experiments were also carried out at 37 nests of the gray catbird (Dumetella carolinensis), whose immaculate blue-green egg is only slightly larger than a cowbird egg. Catbirds are much more responsive to white ground color than to maculation (Table 4), perhaps because color is more reliable in distinguishing between catbird and cowbird eggs. Rejecter species exhibit degrees of tolerance towards foreign eggs that are proportional to the divergence between their eggs and those of the cowbird. Birds with eggs strongly divergent from cowbird eggs benefit from being relatively tolerant because they avoid rejecting their own eggs but still act against cowbird eggs. Species with cowbird-like eggs must be relatively intolerant to maximize the chances that cowbird eggs are rejected. Experiments show that rejection is not specific to cowbird eggs. Thus, birds have apparently responded evolutionarily to brood parasitism by developing recognition of their own eggs, rather than by developing recognition and rejection specific to parasitic eggs. Â© 1982 Springer-Verlag.",374,1,"excluded","No green nest material"
"GNM_089","X.WOS.000345394500017","A portable reflectance-absorptance-transmittance meter for photosynthetic work on vascular plant leaves","Ritchie, R. J. and Runcie, J. W.","PHOTOSYNTHETICA","52","4","614-626",2014,"10.1007/s11099-014-0069-y","PAM (pulse amplitude modulation) fluorometers can be used to estimate the electron transport rate (ETR) {[}mu mol(e(-)) m(-2) s(-1)] from photosynthetic yield determinations, provided the absorptance () of the photoorganism is known. The standard assumed value used for absorptance is 0.84 (leaf absorptance factor, Abt(F)). We described a reflectance-absorptancetransmittance (RAT) meter for routine experimental measurements of the actual absorptance of leaves. The RAT uses a red-green-blue (RGB) LED diode light source to measure absorptances at wavelengths suitable for use with PAM fluorometers and infrared gas analysers. Results using the RAT were compared to spectra using a Taylor integrating sphere on bird's nest fern (Asplenium nidus), banana, Doryanthes excelsa, Kalanchoe daigremontiana, and sugarcane. Parallel venation had no significant effect upon Abt(465) in banana, Doryanthes, a Dendrobium orchid, pineapple, and sugarcane, but there was a slight difference in the case of the fern A. nidus. The average Abt(465) (a parts per thousand 0.96) and Abt(625) (a parts per thousand 0.89) were a parts per thousand 14\% and 6\% higher than the standard value (Abt(F) = 0.84). The PAR-range Abt(400-700) was only a parts per thousand 5\% higher than the standard value (a parts per thousand 0.88) based on averaged absorptance from the blue, green, and red light data and from where the RGB-diode was used as a `white' light source. In some species, absorptances at blue and red wavelengths are quite different (e.g. water lily). Reflectance measurements of leaves using the RAT would also be useful for remote sensing studies.",89,2,"excluded","Not birds"
"GNM_164","X.WOS.000167035100001","Bioenergetics and nutrition of Mississippi Valley population Canada geese during winter and migration","Gates, RJ and Caithamer, DF and Moritz, WE and Tacha, TC","WILDLIFE MONOGRAPHS",NA,"146","1-65",2001,NA,"Survival and reproduction of northern-nesting geese are potentially affected by body condition during the non-breeding season. Body condition is presumed to be determined by the quantity of food available to geese during autumn, winter, and spring migration. However, food resources likely do not limit populations that exploit agricultural systems. Other factors such as hunting, refuge management, diet quality, weather may affect survival and reproduction. We studied time-energy budgets, food intake, and body condition to determine how Canada geese (Branta canadensis interior) of the Mississippi Valley Population (MVP) acquire and utilize energy and nutrients during autumn, winter, and spring migration during 1984-1989. Abundant food and behavioral flexibility allowed MVP Canada geese to exist on a high nutritional plane. Food intake was sufficient to meet or exceed daily energy and protein requirements except during winter. High energy, low protein diets fueled deposition of large lipid reserves, and were adequate to meet protein requirements during autumn in east-central Wisconsin. Late migrant geese that spent autumn in east-central Wisconsin expended more energy (x = 583 kcal/day) yet deposited more lipid (x = 4.51 g) compared to early migrants that spent autumn in southern Illinois (x = 526 kcal/day, x = 151 g lipid) during 1984 and 1985. Both groups averaged 4.5 hr feeding/day during autumn and consumed similar quantities (dry mass) of food (x = 187-190 g/day). However, late migrants consumed a high energy (x = 3.67 kcal/g) low protein (x = 12\%) diet comprised mostly of corn (x = 81\%) during autumn in east-central Wisconsin. Early migrants consumed a lower energy (x = 2.99 kcal/g) but higher protein (24\%) diet that consisted mostly of green forages (x = 24\% dry mass) in soybeans (x = 28\%) in southern Illinois. Wintering geese consumed a high energy (x = 3.49 kcal/g) diet with intermediate protein content (x = 19\%). Corn (x = 58\%) and soybeans (x = 22\%) comprised most of dry matter intake during winter in southern Illinois when daily energy expenditure averaged 536 kcal/day. However food intake declined (x = 152 g food/ day) during winter when geese averaged 3.5 hr feeding/day. Variation in crop food energy relative to population energy requirements on 2 southern Illinois refuges did not impact body condition during 1984-1989. Nutrient reserves contributed minimally (<1-6\%) to meeting daily energy requirements, so geese left winter refuges with more lipid and similar protein masses compared to early autumn. Geese exhibited a wide range of behavioral adaptation to spatial and temporal variation in food resources and nutritional requirements. Late migrants entered winter with larger energy reserves than early migrants during 1984-1989. Although early and late migrants were sympatric in southern Illinois during winter, they converged to similar levels of body condition by the end of winter during 1986-1989. Late migrants apparently used stored energy to reduce food intake, possibly to minimize mortality during winter. Early migrants apparently minimized exposure to hunting by feeding almost entirely within refuges during autumn. With smaller energy reserves, early migrants maintained higher levels of energy intake to maintain body condition after autumn, possibly increasing mortality risk during winter. We expected more similar trends in body condition between early and late migrant Canada geese, and more consistent losses of nutrient reserves each year if winter weight declines were driven by an endogenous physiological rhythm. We see no reason to invoke an endogenously driven physiological mechanism to explain winter weight losses in MVP Canada geese. Without controlled metabolic experiments, we prefer the simpler and more plausible explanation that winter weight declines result from facultative adjustments of feeding behavior to weather conditions, food availability, and pre-winter nutrient reserves. Overwinter survival should be enhanced by an energetic strategy that balances potential benefits and risks of feeding in relation to the size of remaining nutrient reserves. Decline of the early migrant tradition during the 1990's suggests that the energetic strategy of late migrants is more suited to recent harvest and refuge management regimes. Adults deposited 73\% (females) and 28\% (males) of their spring protein reserves while migrating between southern Illinois and east-central Wisconsin. Spring lipid reserves were acquired mostly (84\% in females, 92\% in males) during a 4-5 week staging period in east-central Wisconsin. Juveniles deposited 41-51\% of lipid reserves and 80-91\% of protein between southern Illinois and east-central Wisconsin. Feeding time (x = 5.8 hr/day), and food intake (x = 263 g/day) increased during spring-staging when lipid reserves more than doubled. Spring-staging geese consumed a moderate energy (x = 3.25 kcal/g) low protein (x = 13\%) diet that was more evenly composed of corn (x = 50\%), wild seeds and rootstocks (x = 21\%), and green forages (x = 27\%) compared to autumn and winter. Deposition of nutrient reserves was neither time- nor resource-limited during spring migration. Thus, food resources likely did not limit reproduction of MVP Canada geese under the conditions we observed during 1984-1989. Shallow wetland and moist soil habitats can be enhanced on southern Illinois refuges to benefit a wider diversity of wetland-dependent species and provide nutritional resources for geese without compromising energy available to support wintering populations. However, geese still need an abundant source of energy during autumn and winter, particularly when foraging opportunities are restricted by inclement weather or hunting. Food restriction on winter refuges during long and late-closing hunting seasons in the 1990's may have contributed to long-term changes in autumn migration patterns and wintering traditions in southern Illinois. Forage and non-crop foods are essential sources of protein and other nutrients during all seasons. but are especially important during spring migration. Shallow wetlands and lowland pastures on private lands in central Illinois and east-central Wisconsin are critical sources of non-crop foods that provide essential nutrients that geese use to complete the nesting cycle. Thus, reproduction could be impaired in the future if changing land use and farming practices reduce availability of moist soil and lowland pasture habitats.",164,1,"excluded","Not experimental"
"GNM_314","Kosinski20044","The removal of colour rings by Greenfinches","Kosinski, Z.","Ringing and Migration","22","1","4-6",2004,"10.1080/03078698.2004.9674304","This paper examines the effect of sex and ring colour on the frequency of removal of plastic colour rings by Greenfinches Carduelis chloris. Of 55 recaptures of 42 individuals, 22 (40%) had lost at leastone of its colour rings. Females showed a tendency to remove colour rings more frequently than males. For both sexes, there was a similar tendency to remove more dark than lightâ€�coloured rings. While it is not possible to identify a specific reason why the birds remove their colour rings, it is possible that discomfort on the nest may play a role in ring removal by females and, more speculatively, it is possible that males might remove colour rings to manipulate their sexual attractiveness to females. Wrapâ€�around rings might provide a solution to the problem of colourâ€�ringing species with powerful beaks. Â© 2004 Taylor and Francis Group, LLC.",317,1,"excluded","No green nest material"
"GNM_221","Coyle2018190","A review of soft Rush Juncus effusus management for breeding waders","Coyle, H.E. and Whitehead, S.C. and Baines, D.","Wader Study","125","3","190-194",2018,"10.18194/WS.00123","Severe declines in wading birds, including Northern Lapwing Vanellus vanellus, Eurasian Curlew Numenius arquata and Redshank Tringa totanus, have been described in recent decades. Declines are often attributed to low breeding success, with agricultural intensification and increased clutch predation quoted as causal factors. Conservation measures to improve breeding habitat have included raising water tables and creating a more diverse sward structure. The latter is often achieved by managing the encroachment of Soft Rush Juncus effusus. We review the literature on wader breeding habitat and consider how rush may be best managed to improve sward structure for waders. Rushes can provide cover for both nests and chicks, but, depending on species-specific requirements, may, if too dense, reduce both nesting and foraging opportunities. Rushes can be managed mechanically by cutting, chemically using herbicides, or by manipulating the timing and intensity of grazing by livestock. For cutting to have maximal effect on reduction of rush biomass and regrowth, the cut should be as short as possible and repeated or combined with livestock grazing, especially that by native breeds. However, some areas of rush should either be left uncut or regrowth timed to offer foraging and sheltering opportunities for waders. The optimal size and pattern of such areas, together with rush regrowth rates following treatment requires further research. Herbicides should only be applied using a weed wiper that allows precise application, thus avoiding impacting upon non-target vegetation and possible run-off into water sources. Sward management should be conducted outside the period April to June to avoid disrupting breeding birds. Â© 2019, International Wader Study Group, All right reserved.",218,1,"excluded","Not empirical"
"GNM_168","Blomqvist2000582","Interactions between above- and belowground biota: Importance for small-scale vegetation mosaics in a grassland ecosystem","Blomqvist, M.M. and Olff, H. and Blaauw, M.B. and Bongers, T. and Van Der Putten, W.H.","Oikos","90","3","582-598",2000,"10.1034/j.1600-0706.2000.900316.x","Grasslands are often characterised by small-scale mosaics in plant community composition that contribute to their diversity. Although above- and belowground biota can both cause such mosaics, few studies have addressed their interacting effects. We studied multi-trophic interactions between aboveground vertebrate grazers, subterranean ants, plant-pathogenic soil biota (especially nematodes) and the vegetation in a temperate grassland. We found that when rabbits and cattle locally omit vegetation patches, yellow ants (Lasius flavus) respond to the taller vegetation by digging up more sand from deeper soil layers (hence making taller nest mounds), probably to maintain sufficiently high soil temperatures. We found that this ant digging affects other soil biota, as the mounds contain fewer plant-parasitic and fungivore nematodes. Also, the mounds have lower moisture content and soil bulk densities, and higher pH and available nutrient content than the directly surrounding soil. The clonal sedge Carex arenaria grows Vigorously on the mounds, producing more shoots and shorter rhizome internode lengths than in surrounding vegetation. Other plant species, such as the grass Festuca rubra, dominate the surrounding vegetation. A greenhouse bioassay experiment revealed that harmful soil organisms (as plant-parasitic nematodes and pathogenic fungi) outweighed the effect of beneficial organisms (e.g., mycorrhizae) in this system. Rhizome biomass and shoot production of C. arenaria were indeed inhibited less by biota in soil from ant mounds than by biota in soil from the surrounding vegetation. However, the total biomass production of C. arenaria was inhibited as strongly in both soil types. F. rubra was inhibited more strongly by biota in the surrounding soil. We suggest that various direct and indirect interactions between above- and belowground biota can contribute to community mosaics and hence diversity in grasslands.",168,2,"excluded","Not birds"
"GNM_322","Cooch2001377","Retrospective analysis of demographic responses to environmental change: A lesser snow goose example","Cooch, E. and Rockwell, R.F. and Brault, S.","Ecological Monographs","71","3","377-400",2001,"10.1890/0012-9615(2001)071[0377:RAODRT]2.0.CO;2","In general, analysis of population dynamics can proceed either prospectively or retrospectively. In the case of the former, asymptotic expectations are generally derived (analytically or numerically) from analysis of the potential effects of perturbation of the elements of the life table. However, the vital rates that are indicated by prospective analysis to contribute the most to projected growth rate are not necessarily those that have contributed to observed variation in growth rate over time. We used a retrospective analysis to analyze the life table responses of a population of long-lived herbivorous geese to a systematic reduction in food abundance within the traditional breeding colony. Typical of long-lived species, adult survival rate has been shown previously in a prospective perturbation analysis to have the largest potential impact on projected growth of the population. However, despite a significant long-term increase in adult survival over the course of the study, there has been a long-term decline in growth rates of the population inhabiting the traditional sampling areas, although absolute numbers of individuals in both populations increased over time. Retrospective assessment of the relative contributions of variation in underlying vital rates (adult and juvenile survival, in situ recruitment, emigration and immigration rates into the population) to projected growth showed that the long-term dynamics of the nesting population primarily reflected the combined effects of changes in postfledging juvenile survival, while changes in the postnesting population were most influenced by variation in juvenile survival and adult fidelity rate to the traditional brood-rearing areas. Decreases in both juvenile survival and fidelity reflect systematic reductions in food abundance over the course of the study. Our results confirm previous suggestions that philopatry to the brood-rearing areas may be a significantly more plastic trait than fidelity to nesting areas.",325,1,"excluded","Not empirical"
