Paper_ID,label,title,author,journal,volume,number,pages,year,doi,abstract,search_duplicated,n_duplicates,screened,notes
GNM_106,X.WOS.000322284400018,A Study to Formaldehyde Adsorption on Bird's-Nest Fern Green-wall to the Effect of the Indoor Air Quality (IAQ),"Su, Ying-Ming and Lin, Chia-Hui",NA,8,NA,98-104,2012,NA,"Modern people usually situate inside buildings, therefore indoor air quality (IAQ) is important to living environment. Formaldehyde (HCHO) has been listed as carcinogen by IARC (International Agency for Research on Cancer). But furnishing material and furniture usually contain large amount of formaldehyde. When formaldehyde emission reaches 0.08ppm will makes people feel uncomfortable. In this research, we choose Bird's-Nest Fern (Asplenium nidus Linn), which is one of the common indoor plants in Taiwan, as experimental subject. We constructed an indoor green-wall of 189 pots which add up to L:360xW:360xH:300cm. The experiment consists of three tests, A: No plant (day time), B: plant (day time), C: plant (with light, night). Formaldehyde adsorption was measured continuously before, during and after the experiment. Temperature and humidity, the rate of transpiration rate of Bird's-Nest Fern were observed for 6 hours on each of the 2 days. Three measurements were compared between different tests from A to C. The result of the experiment indicates that the density of formaldehyde was reduced from 2ppm to 0.1 in 3 hours of test B and C. In average, the efficiency of formaldehyde adsorption is 0.003ppm each plant. The indoor temperature decreases to 2.5 degrees C and relative humidity increases about 2 similar to 4\%. The 48 average transpiration rate of 78 mmol/(m(2){*}s). We can conclude that Bird's-Nest Fern has superior properties to formaldehyde adsorption, temperature and humidity conditioning to indoor air quality improvement.",106,1,excluded,Out of field
GNM_107,X.WOS.000297151600008,Egg Discrimination in an Open Nesting Passerine Under Dim Light Conditions,"Antonov, Anton and Aviles, Jesus M. and Stokke, Bard G. and Spasova, Velislava and Vikan, Johan R. and Moksnes, Arne and Yang, Canchao and Liang, Wei and Roskaft, Eivin",ETHOLOGY,117,12,1128-1137,2011,10.1111/j.1439-0310.2011.01969.x,"Many hosts of avian brood parasites such as the common cuckoo (Cuculus canorus) show refined egg discrimination behaviour. Egg recognition in most open-nesting hosts seems to be based entirely on differences in colour. However, hole- and dome-nesting hosts may rely largely on luminance contrasts. Here, we studied egg rejection behaviour in nightingales (Luscinia megarhynchos), an open-nesting species that nests in deeply shadowed positions and lays very specific dark olive-green eggs. Although being theoretically suitable as hosts of the cuckoo, nightingales are very rarely parasitized and no cuckoo egg morph mimicking nightingale eggs is known. Thus, we predicted high rejection rate of foreign eggs, but because of the dim nesting environments, luminance contrasts would be an important cue in egg rejection decisions, similar to cavity- or dome-nesting species. We experimentally parasitized nightingale nests with two groups of model egg types: bright eggs and dark eggs. Within each group, one of the egg types was an effective match while the other type was a poor colour match (whitish vs. pale blue and olive-green vs. black).We used a discrimination visual model to quantify host-model egg similarity and compared egg rejection predicted by the model with the observed rejection pattern. Consistent with a scenario of largely luminance-based egg recognition, blue and white eggs, which had larger achromatic mismatching, were rejected at a higher relative rate than the better achromatic matching black and green eggs. Nightingales showed strong aggression to a cuckoo dummy, suggesting that they were involved in coevolutionary interactions with the cuckoo in the past. However, because of the highly distinct appearance of nightingale eggs relative to the other sympatrically breeding passerines, and the largely luminance-based egg recognition, this arms race was likely terminated at an early stage.",107,2,excluded,No green nest material
GNM_113,X.WOS.000285447800005,"Habitat selection among nesting, foraging, and singing sites of the Gray-cheeked Fulvetta Alcippe morrisonia in northeastern Taiwan","Lee, Pei-Yin and Wang, Lih-Jih and Hsu, Huang-Che and Chou, Lien-Siang and Chen, Chao-Chieh",ORNITHOLOGICAL SCIENCE,9,2,135-140,2010,10.2326/osj.9.135,"This study compared microhabitat characteristics among nesting, foraging, and singing sites of the Gray-checked Fulvetta Alcippe morrisonia in the Fushan Experimental Forest, northeastern Taiwan. Habitat variables, including height above ground, vegetation level, vegetation density at locations where these three types of behavior occurred, and structure, height and diameter at breast height (dbh) of the plant used were recorded from March to July of 2002. The Gray-checked Fulvetta predominantly nested in bushes and among herbs (86.7\%), but usually foraged and sang in trees (70.8\% and 78.3\%, respectively). Consequently, significant differences were found in the structure of plants and vegetation level used among nesting, foraging, and singing behavior. Gray-checked Fulvettas built their nests at an average height of 1.05 m; however, they foraged around 3.75 m and sang at 5.30 m above ground. On the other hand, nests were situated within the most concealed area, with an average vegetation density of 74\%, significantly greater than those of the foraging and singing sites (45\%, 38\%, respectively). The differential use of microhabitat among these three types of behavior strongly exhibits the divergent adaptation of different behaviors to a bird's environment. This is the first report on habitat selection of various behaviors of the Gray-checked Fulvetta, and will contribute to our understanding of the species' dominant role in most lowland forests in Taiwan.",113,1,excluded,Not empirical
GNM_119,Morales2010173,Parental conflict and blue egg coloration in a seabird,"Morales, J. and Torres, R. and Velando, A.",Naturwissenschaften,97,2,173-180,2010,10.1007/s00114-009-0624-8,"When both parents provide offspring care, equal sharing of costly parental duties may enhance reproductive success. This is crucial for longlived species, where increased parental effort in current reproduction profoundly affects future reproduction. Indication of reproductive value or willingness to invest in reproduction may promote matching responses by mates, thus reducing the conflict over care. In birds with biparental care, blue-green eggshell color may function as a signal of reproductive value that affects parental effort, as predicted by the signaling hypothesis of blue-green eggshell coloration. However, this hypothesis has not been explored during incubation, when the potential stimulus of egg color is present, and has been little studied in longlived birds. We experimentally studied if egg color affected incubation patterns in the blue-footed booby, a longlived species with biparental care and blue eggs. We exchanged fresh eggs between nests of the same laying date and recorded parental incubation effort on the following 4 days. Although egg color did not affect male effort, original eggshell color was correlated with pair matching in incubation. Exchanged eggshell color did not affect incubation patterns. This suggests that biliverdin-based egg coloration reflects female quality features that are associated with pair incubation effort or that blue-footed boobies mate assortatively high-quality pairs incubating more colorful clutches. An intriguing possibility is that egg coloration facilitates an equal sharing of incubation, the signal being functional only during a short period close to laying. Results also suggest that indication of reproductive value reduces the conflict over care. Â© 2009 Springer-Verlag.",119,2,excluded,No green nest material
GNM_123,X.WOS.000263366100002,Aromatic plants in nests of blue tits: positive effects on nestlings,"Mennerat, Adele and Perret, Philippe and Bourgault, Patrice and Blondel, Jacques and Gimenez, Olivier and Thomas, Don W. and Heeb, Philipp and Lambrechts, Marcel M.",ANIMAL BEHAVIOUR,77,3,569-574,2009,10.1016/j.anbehav.2008.11.008,"For altricial birds, detailed studies of parental care include egg incubation, brooding and chick feeding, all of them being crucial to offspring survival. Few studies have explored nest building and maintenance from this perspective, although the nest is the first environment experienced by hatchlings. On Corsica, blue tits, Cyanistes caeruleus, incorporate fresh fragments of several species of aromatic plants in the nest cup throughout the nesting period, and replenish the nest with fresh fragments of the same plant species quickly after experimental removal. In this study, we experimentally tested whether aromatic plants used by blue tits affect the growth and condition of nestlings. Because we expected the effects of plants to depend on environmental conditions, we tested this hypothesis both in enlarged and in control broods. Aromatic plants positively affected chick mass gain in enlarged broods. Chicks in nests containing aromatic plants also had higher haematocrit levels. In addition, in 1 of the 2 study years, feathers developed faster in aromatic-treated nests than in nests where aromatic plants had been replaced by a neutral nest material (moss). However, no significant effect of aromatic plants on chick body size at. edging was found. We propose several hypotheses on the proximal mechanisms whereby aromatic plants affect chick growth and condition. (c) 2008 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",123,2,selected,
GNM_126,Best2008319,Exotic grasses and feces deposition by an exotic herbivore combine to reduce the relative abundance of native forbs,"Best, R.J.",Oecologia,158,2,319-327,2008,10.1007/s00442-008-1137-4,"Increased resource availability can facilitate establishment of exotic plant species, especially when coincident with propagule supply. Following establishment, increased resource availability may also facilitate the spread of exotic plant species if it enhances their competitive abilities relative to native species. Exotic Canada geese (Branta canadensis) introduce both exotic grass seed and nutrients to an endangered plant community on the Gulf Islands of southwestern British Columbia, Canada. I used greenhouse experiments to assess the competitive advantage of the exotic grasses relative to native and exotic forbs in this community and to test the impacts of nutrient addition from goose feces on competitive outcomes. I grew experimental communities varying in their proportion of forbs versus exotic grasses, and added goose feces as a nutrient source. I found that both native and exotic forbs produced significantly more biomass in competition with conspecifics than in competition with the grasses, and that the proportional abundance of two out of three native forbs was lowest in the combined presence of exotic grasses and nutrient addition. In a second experiment, I found that in monoculture all species of forbs and grasses showed equal growth responses to nutrients. The exotic species did not convert additional nutrients into additional biomass at a higher rate, but did germinate earlier and grow larger than the native species regardless of nutrient availability. This suggests that the exotic species may have achieved their competitive advantage partly by pre-empting resources in community mixtures. Small and late-germinating native forbs may be particularly vulnerable to competitive suppression from exotic grasses and forbs and may be at an even greater disadvantage if their competitors are benefiting from early access to additional nutrients. In combination, the input of exotic propagules and additional nutrients by nesting geese may compromise efforts to maintain native community composition in this system. Â© 2008 Springer-Verlag.",126,2,excluded,Not birds
GNM_128,X.WOS.000253759300002,Aromatic plants in blue tit Cyanistes caeruleus nests: no negative effect on blood-sucking Protocalliphora blow fly larvae,"Mennerat, Adele and Perret, Philippe and Caro, Samuel P. and Heeb, Philipp and Lambrechts, Marcel M.",JOURNAL OF AVIAN BIOLOGY,39,2,127-132,2008,10.1111/j.0908-8857.2008.04400.x,"Nesting birds use several behavioural or physiological defence mechanisms against parasites. On Corsica, female blue tits Cyanistes caeruleus incorporate fresh fragments of a limited number of aromatic plants in the nest cup, from the end of nest construction until fledging. Some of these plants negatively affect bacterial growth and host location by blood-sucking mosquitoes in laboratory conditions. In natural populations, Corsican blue tit chicks are exposed to the highest levels of blood-sucking ectoparasitic blow flies Protocalliphora spp. reported in Europe. These ectoparasites can have severe negative effects on chick development and survival probabilities, especially when food constraints are elevated. Here we investigated in several natural Corsican blue tit populations the hypothesis that aromatic plants brought to the nest have anti-blow fly effects during the chick-rearing stage. We predicted that: 1) the amount of aromatic plants should be negatively related to blow fly infestation intensity across nests, 2) experimental addition of aromatic plants in nests should reduce blow fly infestation intensity, and 3) nestlings should be in better physical condition in nests where aromatic plants were experimentally added. No significant relation was found between amount of aromatic plants in nests and blow fly infestation intensity. Experimental addition of aromatic plants did not reduce blow fly infestation intensity and did not affect the chick phenotypic parameters we measured. We conclude that aromatic plants in blue tit nests are not used as a defence against ectoparasitic Protocalliphora blow flies in our study population.",128,2,selected,
GNM_132,Chapuisat20072013,Wood ants use resin to protect themselves against pathogens,"Chapuisat, M. and Oppliger, A. and Magliano, P. and Christe, P.",Proceedings of the Royal Society B: Biological Sciences,274,1621,2013-2017,2007,10.1098/rspb.2007.0531,"Social life is generally associated with an increased exposure to pathogens and parasites, due to factors such as high population density, frequent physical contact and the use of perennial nest sites. However, sociality also permits the evolution of new collective behavioural defences. Wood ants, Formica paralugubris, commonly bring back pieces of solidified coniferous resin to their nest. Many birds and a few mammals also incorporate green plant material into their nests. Collecting plant material rich in volatile compounds might be an efficient way to fight bacteria and fungi. However, no study has demonstrated that this behaviour has a positive effect on survival. Here, we provide the first experimental evidence that animals using plant compounds with antibacterial and antifungal properties survive better when exposed to detrimental micro-organisms. The presence of resin strongly improves the survival of F. paralugubris adults and larvae exposed to the bacteria Pseudomonas fluorescens, and the survival of larvae exposed to the entomopathogenic fungus Metarhizium anisopliae. These results show that wood ants capitalize on the chemical defences which have evolved in plants to collectively protect themselves against pathogens. Â© 2007 The Royal Society.",132,2,excluded,Not birds
GNM_134,X.WOS.000248655400021,Short-term effects of fire and other fuel reduction treatments on breeding birds in a southern Appalachian upland hardwood forest,"Greenberg, Cathryn H. and Tomcho, Aimee Livings and Lanham, J. Drew and Waldrop, Thomas A. and Tomcho, Joseph and Phillips, Ross J. and Simon, Dean",JOURNAL OF WILDLIFE MANAGEMENT,71,6,1906-1916,2007,10.2193/2006-070,"We compared the effects of 3 fuel reduction techniques and a control on breeding birds during 2001-2005 using 50-m point counts. Four experimental units, each >14 ha, were contained within each of 3 replicate blocks at the Green River Game Land, Polk County, North Carolina, USA. Treatments were 1) prescribed burn, 2) mechanical understory reduction (chainsaw-felling of shrubs and small trees), 3) mechanical + burn, and 4) controls. We conducted mechanical treatments in winter 2001-2002 and prescribed burns in spring 2003. Tall shrub cover was substantially reduced in all treatments compared to controls. Tree mortality and canopy openness was highest in the mechanical + burn treatment after burning, likely due to higher fuel loading and hotter burns; tree mortality increased with time. Many bird species did not detectably decrease or increase in response to treatments. Species richness, total bird density, and some species, including indigo buntings (Passerina cyanea) and eastern bluebirds (Sialia sialis), increased in the mechanical + burn treatment after a 1-year to 2-year delay; eastern wood-pewees (Contopus virens) increased immediately after treatment. Hooded warblers (Wilsonia citrina), black-and-white warblers (Mniotilta varia), and worm-eating warblers (Helmitheros vermivorus) declined temporarily in some or all treatments, likely in response to understory and (or) leaf litter depth reductions. Densities of most species affected by treatments varied with shrub cover, tree or snag density, or leaf litter depth. High snag availability, open conditions, and a higher density of flying insects in the mechanical + burn treatment likely contributed to increased bird density and species richness. In our study, fuel reduction treatments that left the canopy intact, such as low-intensity prescribed fire or mechanical understory removal, had few detectable effects on breeding birds compared to the mechanical + burn treatment. High-intensity burning with heavy tree-kill, as occurred in our mechanical + burn treatment, can be used as a management tool to increase densities of birds associated with open habitat while retaining many forest and generalist species, but may have short-term adverse effects on some species that are associated with the ground- or shrub-strata for nesting and foraging.",134,2,excluded,no green nest material
GNM_136,Krist2007863,Are blue eggs a sexually selected signal of female collared flycatchers? A cross-fostering experiment,"Krist, M. and Grim, T.",Behavioral Ecology and Sociobiology,61,6,863-876,2007,10.1007/s00265-006-0315-9,"Impressive variation in egg colouration among birds has puzzled evolutionary biologists for a long time. The most frequently studied selective forces moulding egg colouration-predation and brood parasitism-have either received little empirical support or may play a role in only a minority of species. A novel hypothesis has suggested that egg colour may be significantly influenced by sexual selection. Females may deposit a blue-green pigment biliverdin into eggshells instead of using it for themselves as a powerful antioxidant. By this handicap, females may signal their quality to males, which are then hypothesized to increase their paternal effort. We experimentally tested the hypothesis in the collared flycatcher (Ficedula albicollis), a species laying blue-green eggs. We cross-fostered clutches between nests to disentangle effects of female/territory quality and egg colour on paternal effort and nestling quality. The results supported two assumptions of sexual signalling through egg colour hypothesis: Blue pigment seems to be a limited resource for females, and female quality is positively correlated with the intensity of the blue-green colour. However, we did not find support for the main prediction of the hypothesis, as male parental effort parameters (feeding frequencies to nestlings and intensity of nest defence) were unrelated to egg colour. We discuss possible reasons for the discrepancy between our results and previous correlative analyses that supported the hypothesis that blue egg colour may be a postmating, sexually selected signal in females. Â© 2007 Springer-Verlag.",136,2,excluded,no green nest material
GNM_138,X.WOS.000243173600011,Greater sage-grouse response to sagebrush management in Utah,"Dahlgren, David K. and Chi, Renee and Messmer, Terry A.",WILDLIFE SOCIETY BULLETIN,34,4,975-985,2006,10.2193/0091-7648(2006)34{[}975:GSRTSM]2.0.CO;2,"Greater sage-grouse (Centrocercus urophasianus) populations throughout much of their range have been declining. These declines have largely been attributed to the loss or deterioration of sagebrush (Artemisia spp.) habitat. In response government agencies such as the United States Department of Agriculture, Natural Resources Conservation Service are cost-sharing on management practices designed to improve habitat conditions for sage-grouse. Little is known regarding sage-grouse response to various sagebrush management techniques. We studied the effects of reducing sagebrush canopy cover using 2 mechanical (Dixie harrow and Lawson aerator) treatments and 1 chemical (Tebuthiuron) treatment on greater sage-grouse use of brood-rearing habitats on Parker Mountain, Utah, USA. To conduct this experiment, we identified 19 40.5-ha plots that exhibited > 40\% mountain big sagebrush (A. tridentata vaseyana) canopy cover and randomly assigned 16 as treatment or controls (4 replicates each). Tebuthiuron and Dixie-harrow-treated plots had more forb cover than did control plots (P = 0.01 and 0.02, respectively) in post-treatment periods. Greater sage-grouse brood use was higher in Tebuthiuron than control plots (P = 0.01). We believe this was attributed to increased herbaceous cover, particularly forb cover. However, in all plots, sage-grouse use was greatest within 10 m of the edge of the treatments where adjacent sagebrush cover was still available. Although the treatments we studied resulted in the plots achieving sage-grouse brooding-rearing habitat guidelines, caution should be exercised in applying these observations at lower elevations, on sites with less annual precipitation, or on a different subspecies of big sagebrush. Prior to using these techniques to implement large-scale sagebrush treatments, the specific rationale for conducting them should be clearly identified. Large-scale projects using the techniques we studied would not be appropriate within sage-grouse wintering or nesting habitat.",138,2,excluded,no green nest material
GNM_140,X.WOS.000241730000004,More colourful eggs induce a higher relative paternal investment in the pied flycatcher Ficedula hypoleuca: a cross-fostering experiment,"Moreno, Juan and Morales, Judith and Lobato, Elisa and Merino, Santiago and Tomas, Gustavo and la Puente, Josue Martinez-de",JOURNAL OF AVIAN BIOLOGY,37,6,555-560,2006,10.1111/j.2006.0908-8857.03915.x,"The signalling hypothesis of eggshell colouration in birds posits that females of species with blue-green eggs signal their phenotypic quality or the quality of their eggs to their mates through deposition of the antioxidant biliverdin as pigment. Males respond by investing more in the offspring. Through a cross-fostering experiment where we have exchanged whole clutches between pairs of pied flycatcher Ficedula hypoleuca nests, we managed to break potential associations between female quality and clutch chromaticity. We show that males respond to incubated clutches with more variable and higher peak values in blue-green chroma through a higher proportional investment in nestling provisioning on day 4 of the nestling period, when males invest more heavily than females in provisioning. More variable clutches show higher peak chroma values. We also show that egg colour during the two-week incubation period has a significant effect, which is not found for the colour of eggs during the laying period. Finally, the proportion of male provisioning visits affects negatively female brooding effort and nestling mortality, and thereby has positive effects on female fitness. Blue-green chroma in the pied flycatcher functions as a signal of female or clutch quality to males which respond by adjusting their relative investment with respect to total pair effort.",140,2,excluded,no green nest material
GNM_142,Polo2006942,Nest ornamentation by female spotless starlings in response to a male display: An experimental study,"Polo, V. and Veiga, J.P.",Journal of Animal Ecology,75,4,942-947,2006,10.1111/j.1365-2656.2006.01103.x,"1. The use of behavioural traits by females in signalling condition has been practically ignored in evolutionary theory. However, females may also exhibit ornaments and behavioural displays, although less elaborated than those of males. 2. In this study we suggest that the carrying of feathers by spotless starlings Sturnus unicolor Temminck females to decorate the nest represents an elaborated and costly behaviour that is displayed in response to a courtship male behaviour: the carrying of nest green plants. 3. By experimentally increasing the amount of green plants in the nests, to give the appearance that highly attractive males defended them, we induced females to increase their feather carrying rates. 4. The amount of feathers carried to the nest was correlated to female reproductive experience and laying date, two variables correlated with female body condition. These results suggests that this behaviour may work as an honest indicator of female quality. 5. We conclude that male carrying plants and female carrying feathers can be viewed as two sex-specific functionally related signalling behaviours involved in mutual courtship or status signalling. Â© 2006 The Authors.",142,2,selected,
GNM_147,X.WOS.000224706100001,Does fresh vegetation protect avian nests from ectoparasites? An experiment with tree swallows,"Dawson, RD",CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,82,7,1005-1010,2004,10.1139/Z04-076,"Some species of birds incorporate fresh green vegetation into their nests. The adaptive significance of this behaviour, however, is unclear. The ``nest protection hypothesis{''} suggests that volatile chemicals contained in green plants reduce populations of nest-dwelling ectoparasites. I tested this hypothesis with tree swallows, Tachycineta bicolor (Vieillot, 1808), a species that has large infestations of ectoparasites in its nests. I experimentally added green leaves of yarrow (Achillea millefolium L.) to nests and compared these nests to control nests. My results showed that nests with yarrow had significantly higher levels of infestation by fleas, and yarrow had no effect on the number of blow flies detected. There was no effect of yarrow on condition of parents, size of offspring, or the probability of nests fledging at least one young. I did, however, find that second-year (SY) females with yarrow added to their nests hatched significantly more eggs than control SY females. In addition, pairs with yarrow added to their nest were significantly less likely to suffer hatching failure and (or) brood reduction. These beneficial effects of yarrow cannot be explained by reductions in numbers of fleas or blow flies, and I suggest that these results may be due to reductions in numbers of other types of parasites not quantified in my study, such as flying insects or the diseases that they may vector. I discuss my findings for swallows in the context of results from previous studies of other species that habitually use green plant material such as yarrow in their nests.",147,2,selected,
GNM_149,X.WOS.000222951800010,A method of food supplementation for ground-foraging insectivorous songbirds,"Podolsky, AL and Simons, TR and Collazo, JA",JOURNAL OF FIELD ORNITHOLOGY,75,3,296-302,2004,10.1648/0273-8570-75.3.296,"Food supplementation can be an important experimental technique in studies of avian reproductive ecology, energetics, and parental care. We developed a method of food supplementation suitable for ground-foraging insectivorous passerines and tested it on Ovenbird (Seiurus aurocapilla) and Wood Thrushes (Hylocichla mustelina). We provided mealworms at feeding stations made of plastic transparency film covered with a thin layer of green moss. Feeding stations were placed on the ground or on logs or boulders in the vicinity of nests. Direct and indirect evidence suggested that 92\% of breeding Ovenbirds and 79\% of breeding Wood Thrushes used supplemental food. The impact of non-target consumers was not significant: they were observed eating mealworms at approximately one-third of our food-supplemented nests. However, diurnal non-target consumers were only detected on a single occasion for each species, and nocturnal consumers fed on small amounts of mealworms left after daytime feeding experiments. This method proved very effective for Ovenbirds and Wood Thrushes, and it may be applicable to other ground-foraging insectivorous passerines.",149,2,excluded,No green nest material
GNM_152,X.WOS.000220540800019,Green nesting material has a function in mate attraction in the European starling,"Brouwer, L and Komdeur, J",ANIMAL BEHAVIOUR,67,3,539-548,2004,10.1016/j.anbehav.2003.07.005,"The function of fresh green nest material has long been debated. It has been suggested that it reduces the number of ectoparasites in nests and on nestlings (nest protection hypothesis), or is used by males to signal condition and paternal quality (male quality hypothesis) or is used as a sexually selected ornament to attract females (courtship hypothesis). We simultaneously tested these three hypotheses in the European starling, Sturnus vulgaris, in the field. Green material was carried by male starlings only, and mainly during nest building. It was not used to reduce ectoparasites. Males nesting in nestboxes that were experimentally contaminated with ectoparasites did not carry more green nest material than males nesting in control boxes, and experimental removal and addition of green material had no effect on the number of ectoparasites on the nestlings or on their body mass. Furthermore, the amount of green material carried into a nestbox was not associated with male body mass, paternal incubation attendance or nestling food provisioning. There is two-fold experimental evidence that males use green plant material to attract mates. First, removal of greenery resulted in a significantly lower percentage of nestboxes containing a clutch than the control or addition treatment. Second, unpaired male starlings sang more and carried more greenery into a nestbox when a caged female was positioned adjacent to the nestbox than when a caged male or an empty cage was present. Paired males, when subjected to the same experimental design, did not respond. (C) 2004 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",152,2,selected,
GNM_157,X.WOS.000176564400009,Paternal care and male mate-attraction effort in the European starling is adjusted to clutch size,"Komdeur, J and Wiersma, P and Magrath, M",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,269,1497,1253-1261,2002,10.1098/rspb.2002.1987,"In facultative polygynous birds with biparental care, a trade-off may occur between male parental care and attraction of additional mates. If there is a cost associated with reduced male parental care, the relative benefit of mate attraction may be predicted to decrease as the size of a male's clutch or brood increases. We tested this prediction in monogamous pairs of facultatively polygynous European starlings (Sturnus vulgaris). The larger the clutch, the more time the male spent incubating and the less time he spent attracting an additional female (i.e. singing near and carrying green nesting material into adjacent empty nest-boxes). Reduced paternal incubation resulted in lower overall incubation (the female did not compensate) and lower hatching success. Immediately after experimental reduction of clutches, males spent significantly less time incubating and more time singing and carrying greenery, and vice versa for experimentally enlarged clutches. Males with experimentally reduced clutches attracted a second female more often than males with experimentally enlarged clutches. This is the first study, to our knowledge, to provide experimental evidence for an adjustment of paternal care and male mate-attraction effort to clutch size. However, a trade-off between paternal nestling provisioning and mate attraction was not revealed, probably due to the absence of unpaired females by that time in the breeding season. Experiments showed that the relative contribution of the male and female to nestling provisioning was unrelated to brood size.",157,2,excluded,No green nest material
GNM_159,X.WOS.000175362000008,"Impacts of vegetative manipulations on Common Tern nest success at Lime Island, Michigan","Cook-Haley, BS and Millenbah, KF",JOURNAL OF FIELD ORNITHOLOGY,73,2,174-179,2002,10.1648/0273-8570-73.2.174,"Common Terns (Sterna hirundo) typically favor nest sites with 10-30\% vegetative cover, and cover >30\% may decrease nest success. Vegetation manipulations were performed in summer 1998 on Lime Island, Michigan, to determine if vegetative structure affects nest success of Common Terns. Three treatments (partial and complete herbicide and a control) were randomly assigned to 5 x 5-m plots. Our results suggest that Common Terns on Lime Island have the greatest nest success in areas that contain moderate amounts (about 40\%) of total standing vegetation cover and litter cover (about 50\%) that were associated with the partial herbicide areas. Although the greatest number of Common Tern nests were located in areas with 10-30\% standing cover and >65\% litter cover (complete herbicide), those areas had the lowest nest success. Researchers should not disregard the importance of areas that typically support fewer nests in greater amounts of standing vegetation cover when evaluating the nest Success of Common Terns.",159,2,excluded,no green nest material
GNM_168,Blomqvist2000582,Interactions between above- and belowground biota: Importance for small-scale vegetation mosaics in a grassland ecosystem,"Blomqvist, M.M. and Olff, H. and Blaauw, M.B. and Bongers, T. and Van Der Putten, W.H.",Oikos,90,3,582-598,2000,10.1034/j.1600-0706.2000.900316.x,"Grasslands are often characterised by small-scale mosaics in plant community composition that contribute to their diversity. Although above- and belowground biota can both cause such mosaics, few studies have addressed their interacting effects. We studied multi-trophic interactions between aboveground vertebrate grazers, subterranean ants, plant-pathogenic soil biota (especially nematodes) and the vegetation in a temperate grassland. We found that when rabbits and cattle locally omit vegetation patches, yellow ants (Lasius flavus) respond to the taller vegetation by digging up more sand from deeper soil layers (hence making taller nest mounds), probably to maintain sufficiently high soil temperatures. We found that this ant digging affects other soil biota, as the mounds contain fewer plant-parasitic and fungivore nematodes. Also, the mounds have lower moisture content and soil bulk densities, and higher pH and available nutrient content than the directly surrounding soil. The clonal sedge Carex arenaria grows Vigorously on the mounds, producing more shoots and shorter rhizome internode lengths than in surrounding vegetation. Other plant species, such as the grass Festuca rubra, dominate the surrounding vegetation. A greenhouse bioassay experiment revealed that harmful soil organisms (as plant-parasitic nematodes and pathogenic fungi) outweighed the effect of beneficial organisms (e.g., mycorrhizae) in this system. Rhizome biomass and shoot production of C. arenaria were indeed inhibited less by biota in soil from ant mounds than by biota in soil from the surrounding vegetation. However, the total biomass production of C. arenaria was inhibited as strongly in both soil types. F. rubra was inhibited more strongly by biota in the surrounding soil. We suggest that various direct and indirect interactions between above- and belowground biota can contribute to community mosaics and hence diversity in grasslands.",168,2,excluded,Not birds
GNM_170,X.WOS.000079842800004,The effects of a liquid Nitrogen Fertilizer on the reproduction of birds,"Nemeth, A and Hlubik, I and Kertesz, V and Palkovics, A and Varga, T and Varnagy, L and Cau, VK",ZEITSCHRIFT FUR JAGDWISSENSCHAFT,45,1,35-44,1999,10.1007/BF02240718,"The aims of agriculture, wildlife management and nature conservation are not entirely similar, yet their interests coincide in providing the essential conditions for our natural wildlife. The natural living-space of wildlife is shrinking due to human activities. 70\% of the hunting areas are cultivated today. The majority of wild animals is squeezed into the plough-lands, where they are threatened not only by harvesters and mowers, but also by the adverse effects of pesticides and chemical fertilizers. The experiment was aimed at modelling the effects of NIKROL - UAN solution on chick embryos. In alfalfa-fields different solutions of NIKROL are used for manuring: concentrated solution for basic fertilization, 50\% solution for mulching and 20\% solution for foliar fertilization. The time of foliar fertilization coincides with the egg-laying and hatching period of pheasants and partridges, thus endangering the reproductive success of these species. In the experiment the effects of different NIKROL - UAN solutions (concentrated, 50\%, 20\%, 1\%) on embryonic development were determined. Main results: Concentrated, 50\% and 20\% solutions of NIKROL injected into the eggs caused 87-96\% embryonic mortality right after treatment. Embryomortality slightly decreased (27-80\%) when eggs were immersed in the solutions, but still was dose-dependent. 29 different morphological deformities were detected of which the most frequent ones were stunted growth (16\%) and cyst over the embryo (14\%). Statistical analysis showed that in the second 5 days of incubation NICROL did not influence the weight gain of living embryos when eggs were immersed in the solutions. NIKROL - UAN solution proved to be dangerous to small games nestling in alfalfa- and winter-cereal fields. This fact calls for the extention of research on the postembryonic development of birds, and other animal species (deer, rabbit, etc.). Neglecting fertilization is inconceivable these days, bur the application of fertilizers should be carried out with circumspection. In order to protect birds foliar fertilization should be completed at a time not coinciding with the egg-laying and hatching period. The protection of other animal species accounts for the reduction of the amount of fertilizer applied. Nowadays there are numerous biological methods for nutrient supply and yield-increase (green manure, compost, bacterial inoculation of soil, etc.).",170,1,excluded,no green nest material
