"paper_id","label","title","author","journal","volume","number","pages","year","doi","abstract","search_duplicated","n_duplicates","screened_final","notes_final"
"GNM_014","X.WOS.000371257300011","Paternal attractiveness and the effects of differential allocation of parental investment","Arnold, Kathryn E. and Gilbert, Lucy and Gorman, Helen E. and Griffiths, Kate J. and Adam, Aileen and Nager, Ruedi G.","ANIMAL BEHAVIOUR","113",NA,"69-78",2016,"10.1016/j.anbehav.2015.12.013","The differential allocation hypothesis (DAH) predicts that an individual should vary its reproductive investment according to the attractiveness of its mate. A recently revised version of the DAH makes explicit that investment can be positive, i.e. higher for the offspring of attractive males which should be of higher quality, or negative, i.e. higher for offspring of unattractive males, for example compensating for inheriting poor paternal genes. Moreover, investment can be made by the father and the mother. Here, we tested whether experimental manipulation of male attractiveness affected parental investment at different reproductive stages and thus influenced fitness-related traits in offspring. In two aviaries, all male zebra finches, Taeniopygia guttata, were given red leg rings to increase attractiveness and in two aviaries all males received green leg rings to decrease attractiveness. This controlled for assortative mating between treatments. Ring colour was merely an experimental manipulation of male attractiveness, not paternal quality, so we might expect additional investment to elevate offspring quality. Eggs were cross-fostered between and within treatments to allow differentiation of effects of investment in eggs and nestlings. Clutch and brood sizes were standardized. Both positive and negative investment were observed: Eggs from red-ringed fathers had higher yolk to albumen ratios than eggs from green-ringed fathers. Nestlings from eggs laid and incubated by parents in the red-ringed group had higher hatching masses than those in the green-ringed group. Both parents in the green-ringed group fed nestlings more frequently than red-ringed parents. Offspring performance was influenced by the treatment of both foster and biological parents, but combined effects of these different investment patterns on fitness-related traits were ambiguous. Male attractiveness appeared to affect patterns of reproductive investment but not consistently across all forms of reproductive investment suggesting that the costs and benefits of differential allocation vary among individuals and across contexts. (C) 2015 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",14,2,"excluded","No green nest material"
"GNM_015","X.WOS.000370054100069","Nest Material Shapes Eggs Bacterial Environment","Ruiz-Castellano, Cristina and Tomas, Gustavo and Ruiz-Rodriguez, Magdalena and Martin-Galvez, David and Jose Soler, Juan","PLOS ONE","11","2",NA,2016,"10.1371/journal.pone.0148894","Selective pressures imposed by pathogenic microorganisms to embryos have selected in hosts for a battery of antimicrobial lines of defenses that includes physical and chemical barriers. Due to the antimicrobial properties of volatile compounds of green plants and of chemicals of feather degrading bacteria, the use of aromatic plants and feathers for nest building has been suggested as one of these barriers. However, experimental evidence suggesting such effects is scarce in the literature. During two consecutive years, we explored experimentally the effects of these nest materials on loads of different groups of bacteria (mesophilic bacteria, Enterobacteriaceae, Staphylococcus and Enterococcus) of eggshells in nests of spotless starlings (Sturnus unicolor) at the beginning and at the end of the incubation period. This was also explored in artificial nests without incubation activity. We also experimentally increased bacterial density of eggs in natural and artificial nests and explored the effects of nest lining treatments on eggshell bacterial load. Support for the hypothetical antimicrobial function of nest materials was mainly detected for the year and location with larger average values of eggshell bacterial density. The beneficial effects of feathers and plants were more easily detected in artificial nests with no incubation activity, suggesting an active role of incubation against bacterial colonization of eggshells. Pigmented and unpigmented feathers reduced eggshell bacterial load in starling nests and artificial nest boxes. Results from artificial nests allowed us to discuss and discard alternative scenarios explaining the detected association, particularly those related to the possible sexual role of feathers and aromatic plants in starling nests. All these results considered together confirm the antimicrobial functionality mainly of feathers but also of plants used as nest materials, and highlight the importance of temporally and geographically environmental variation associated with risk of bacterial proliferation determining the strength of such effects. Because of costs associated to nest building, birds should adjust nest building effort to expected bacterial environments during incubation, a prediction that should be further explored.",15,1,"excluded","duplicate"
"GNM_016","X.WOS.000358171600024","Green plants in nests reduce offspring recruitment rates in the spotless starling","Polo, Vicente and Rubalcaba, Juan G. and Veiga, Jose P.","BEHAVIORAL ECOLOGY","26","4","1131-1137",2015,"10.1093/beheco/arv056","Greenery added to birds' nests is a sexually selected trait of males that entails costs for females. Why some birds add green plants to their nests has long puzzled biologists. Some studies suggest that this behavior is promoted by natural selection because of its positive effects on nestling health. However, if greenery functions as a sexually selected signal of male attractiveness, it may promote costly female competition for preferred males. We experimentally increased the amount of plants in spotless starling's nests, causing a reduction in the number of recruits. Although several hypotheses have been proposed to explain the function of fresh green plants in nests of many avian species, the consequences of this behavior on fitness remain poorly understood. In accordance with the nest protection and drug hypotheses, adding greenery to nests should be naturally selected to facilitate positive fitness effects on offspring. Alternatively, the courtship hypothesis postulates that green plants function as a sexually selected signal of male attractiveness that might promote female competition for preferred males. We conducted a long-term study by experimentally increasing the amount of green plants in nests of a wild population of spotless starlings (Sturnus unicolor). We experimentally decoupled the natural carrying behavior of males in half of the population and explored the consequences of this manipulation on offspring condition and their rate of local recruitment. Treatment did not affect the number of fledglings, but it did affect body mass and tarsus in a sexually antagonistic way: a positive effect on female tarsus length and negative on male body mass. The addition of greenery reduced the probability of local recruitment of both males and females. Our results suggest that the addition of green plants induces maternal response with complex short- and long-term consequences on the offspring body condition and recruitment success.",16,2,"selected",NA
"GNM_019","X.WOS.000325761400028","Male European Starlings Use Odorous Herbs as Nest Material to Attract Females and Benefit Nestlings","Gwinner, Helga",NA,"12",NA,"353-362",2013,"10.1007/978-1-4614-5927-9\_28","Male European starlings (Sturnus vulgaris) use odorous herbs as green nest material. They show these plants to females to catch their attention before they incorporate them into their nests. Nestlings reared in nests containing herbs carry fewer bacteria, have higher haematocrit levels and more basophile leucocytes, and have a higher fledging weight than those reared in nests without herbs. The incubation temperature is higher in nests with herbs than in herbless nests. Females are attracted by herb nests and herb nests provide energy-saving benefits to incubating females. In choice experiments, starlings employed olfaction to select nest herbs, using innate information and experience acquired as nestlings to identify odours. Measures of head space air in starling nest boxes revealed an increase of volatile substances during the nestlings phase. Manganese-enhanced resonance imaging of the olfactory bulb of starling showed that the neural correlates of olfactory sensitivity change seasonally. Starlings can only discriminate odours during the reproductive season. The association between odour perception and reproductive behaviour suggests that increased testosterone production, related to the increasing photoperiod in spring, may guide these seasonal changes. The size of the olfactory bulb but not its ability to discriminate was affected by testosterone implants in the non-reproductive season.",19,1,"excluded","duplicate"
"GNM_021","X.WOS.000289042100009","Effect of different amounts of pansy and nettle in feed mixtures for chickens on physical, chemical and strength parameters of their bones","Kwiecien, Malgorzata and Jaskiewicz, Teresa","MEDYCYNA WETERYNARYJNA","67","4","258-262",2011,NA,"The aim of the present study was to determine the effect of an herbal supplement used in feed mixtures on the selected physical features and the chemical composition of broiler chickens' bones in reference to antibiotic growth promoter. The experimental material was provided by 180 ROSS broiler chickens. One-day-old nestlings were divided randomly into 2 control groups and 4 experimental groups, in three replications, 10 birds each. The feed mixtures (Starter and Grower/Finisher types) were made of corn and extracted soy meal and they also contained fodder yeast, soy oil, mineral additives, premixes (with an addition of growth promoters or without) and an addition of dried green forage or dried herbs. The mechanical properties of the bones were determined on the basis of the three-point bend test performed with the use of an Instron 4302 apparatus coupled with a computer. The test registers as a graph the dependence between the force acting perpendicularly to the long axis of the bone and its deformation. An examination was performed to determine maximum force, and the maximum elasticity force. The studies revealed that both the type and the amount of the herbs determined chickens' growth and the physical and strength properties of their bones. The most beneficial effects were observed in feeding birds mixtures containing 1\% of pansy, since the values noted for all traits and indices were not worse than the effects obtained in the control group receiving antibiotic growth promoter, and in some cases they were even higher. The least positive results occurred in supplementing feed mixtures with 3\% of nettle.",21,2,"excluded","No green nest material"
"GNM_023","Polo2010129","Experimental addition of green plants to the nest increases testosterone levels in female spotless starlings","Polo, V. and LÃ³pez-Rull, I. and Gil, D. and Veiga, J.P.","Ethology","116","2","129-137",2010,"10.1111/j.1439-0310.2009.01724.x","Multiple male traits and displays may act in signalling sexually selected processes during courtship. Spotless starling males (Sturnus unicolor) carry green plants into their nests before egg laying, and recent studies have shown that this behaviour is related to female breeding decisions and the production of male-biased broods. Although the functional implications of this effect on females are not yet clear, data suggest that it could be mediated by female circulating hormones. Additionally, females may show higher androgen levels as a consequence of the increased female-female competition generated by the increase in male attractiveness. We tested this hypothesis using the same manipulation of green nesting material that has been previously shown to result in an increase of male attractiveness in male spotless starlings. We found that females in experimental nests increased their circulating testosterone levels during the laying period. In addition, there was an increase of social interferences in the experimental nests because of the addition of green plants. We hypothesise that testosterone may allow females to maintain their mating status when competing with other females for the preferred males. Addition of green plants also increased the variance in the levels of circulating testosterone, suggesting plasticity between females in their response to the manipulation. We propose that there is a functional link between high testosterone levels, male-biased sex ratios and female resource-holding potential in intra-sexual competition in this species. Â© 2010 Blackwell Verlag GmbH.",286,2,"selected",NA
"GNM_026","X.WOS.000261836400010","Resource partitioning in sympatric arctic-breeding geese: summer habitat use, spatial and dietary overlap of Barnacle and Pink-footed Geese in Svalbard","Fox, Tony A. D. and Eide, Nina E. and Bergersen, Espen and Madsen, Jesper","IBIS","151","1","122-133",2009,"10.1111/j.1474-919X.2008.00892.x","The spatial, habitat and dietary overlap of two breeding goose species was studied in Sassendalen, Svalbard, in summer 2003 based on abundance within 500 x 500-m grid squares and faecal diet analyses during pre-breeding, nesting and post-hatching periods. More than half of all Pink-footed Geese Anser brachyrhynchus occurred in the absence of Barnacle Geese Branta leucopsis during nesting and post-hatching periods compared to c. 20\% when concentrated by pre-breeding snow cover. In contrast, only 5\% of Barnacle Geese were observed in the absence of Pink-footed Geese pre-breeding, 15\% during nesting, and 35\% post-hatching. Among six defined habitat types, Barnacle Geese resorted more to `upland' habitats during pre-breeding and nesting and to lowland lakes post-hatching when compared to Pink-footed Geese. Although Pink-footed Geese showed less change in seasonal habitat preference, many shifted to the river valley bottom post-hatching, giving access to open water (predator avoidance) and lush green vegetation (foraging for goslings). The smallest extent of distributional overlap between the two species occurred post-hatching, but each species was also highly restricted by snow cover during pre-nesting. The greatest extent of overlap in distribution and diet occurred during incubation, when large dietary variation between different breeding valleys reflected local food availability around nests (probably a result of nest-site preference rather than food selection per se). Whether this means that increased interactions within and between the two goose species with future increases in local density are most likely to be manifest at this stage of the summer is impossible to determine without knowledge of available food resources and manipulative experiments. More detailed investigations of the effects of foraging by both species on plant structure, quality and community composition are necessary to predict likely outcomes of future changes in population densities of both species.",26,2,"excluded","Not experimental"
"GNM_031","X.WOS.000226980800001","Management of genetically modified herbicide-tolerant sugar beet for spring and autumn environmental benefit","May, MJ and Champion, GT and Dewar, AM and Qi, AM and Pidgeon, JD","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","272","1559","111-119",2005,"10.1098/rspb.2004.2948","When used in genetically modified herbicide-tolerant (GMHT) crops, glyphosate provides great flexibility to manipulate weed populations with consequences for invertebrates and higher trophic levels, for example birds. A range of timings of band and overall spray treatments of glyphosate to GMHT sugar beet were compared with a conventional weed control programme in four field trials over 2 years. Single overall sprays applied between 200 and 250 accumulated day degrees (above a base air temperature of 3degreesC; degreesCd) and band applied treatments applied at 10\% or 20\% ground cover within the crop rows generally gave significantly greater weed biomass and seed rain than conventional treatments, while later band sprays (more than 650degreesCd) reduced seed return. Two overall sprays of glyphosate produced low weed biomass and generally lowest seed return of all treatments but tended to give some of the highest yields. However, the early overall sprays (200-250degreesCd) and band sprays gave as good or better yields than the conventional and were generally equivalent to the two overall-spray programme. Viable seeds in the soil after the experiment were generally higher following the early overall (200-250degreesCd) and the band spray treatments than following the conventional. The results show that altered management of GMHT sugar beet can provide alternative scenarios to those of the recent Farm Scale Evaluation trials. Without yield loss they can enhance weed seed banks and autumn bird food availability compared with conventional management, or provide early season benefits to invertebrates and nesting birds, depending on the system chosen. Conventional weed control does not have the flexibility to enable these scenarios that benefit both agriculture and environment, although there may be some options for increasing weed seed return in autumn.",31,2,"excluded","Not birds"
"GNM_033","Bruno20022304","Causes of landscape-scale rarity in cobble beach plant communities","Bruno, J.F.","Ecology","83","8","2304-2314",2002,"10.1890/0012-9658(2002)083[2304:COLSRI]2.0.CO;2","In most communities, a considerable number of the constituent species will only occupy a small percentage of sites or habitat patches. However, the factors that limit the distribution and abundance of rare species are seldom examined and are poorly understood. I tested several explanations of landscape-scale rarity in the New England cobble beach plant community, an assemblage of halophytic forbs associated with fringing beds of the marine intertidal grass Spartina alterniflora. Spartina reduces flow velocity and stabilizes the cobble substrate, thereby reducing the burial of seeds and seedlings of other species. Frequencies of the presence of forb species behind 387 sampled Spartina beds distributed along 120 km of shoreline in Narragansett Bay, Rhode Island, USA, ranged from 0.005 to 0.382. Both the whole forb assemblage and individual species were strongly nested with respect to patch size and species richness. Species that were rare on a landscape scale were generally only found behind the longest beds, and bed length was positively related to species diversity. Experimental seed additions to 40 beds ranging in length from 8 to 688 m indicated that intermediate-sized beds often occupied by common species are not habitable by three rare forbs. When present behind the longest beds, these rare species are always associated with a microhabitat characterized by a relatively fine-grained and highly stable substrate. A series of substrate manipulations combined with experimental seed additions indicated that the rare annuals Spergularia marina, Salicornia biglovii, and Atriplex arenaria are restricted to the longest Spartina beds because smaller beds lack suitable substrate. These experiments also suggest that seed supply, competitors, and herbivores are not the proximate causes of the absence of these species from smaller beds, although dispersal limitation may prevent the colonization of many larger habitable patches. The microhabitat required by the rare forbs appears to be generated by the deposition of fine-grained particles behind the center of the longest Spartina beds. Consequently, bed length is causally related to the distribution of populations at a landscape scale and to species richness and composition at the scale of a whole habitat patch.",33,2,"excluded","Not birds"
"GNM_035","Keer2002456","Salt marsh canopy architecture differs with the number and composition of species","Keer, G.H. and Zedler, J.B.","Ecological Applications","12","2","456-473",2002,"10.1890/1051-0761(2002)012[0456:SMCADW]2.0.CO;2","In response to the debate about how ecosystem functions are affected by species richness vs. species composition, we explored canopy architecture (plant cover, height, and layering) in three contexts: a reference marsh, a field experiment, and a greenhouse experiment. Species-rich canopies (five or more species) in the reference marsh were taller and had more (13 vs. 7) layers than monotypes of Salicornia virginica, although both had 100% cover. Cover and layering were greater for three- and six-species plots than for one-species plots in both the field experiment (70 2 x 2 m plots, eight herbaceous halophytes) and greenhouse (same treatments). Cover (80-95%) and heights were similar among field experimental treatments after two growing seasons (18 mo after planting seedlings in April 1997). In years 3-4, heights (âˆ¼0.5 m) and cover (âˆ¼100%) were similar to those of the 1998 reference marsh data, but only 1-3 canopy layers had developed. Species effects became evident when assemblages were replicated in the greenhouse. The eight one-species treatments differed in cover, height, and layering, and complementary traits produced more layers in multispecies canopies than monotypes. Within the three- and six-species canopies, attributes were similar for most assemblages, but there was a slight height effect with S. virginica, as in the field. In general, the effects of individual species were best distinguished by heights, and species-richness effects by layering. Of relevance to the larger diversity debate is our finding that the attribute examined influenced perceptions of the importance of species number vs. species composition. To apply our results, managers would assess height and layering, not just vegetation cover. Salt marsh restorationists would establish species-rich assemblages in newly graded sites to accelerate the development of canopy height and layering. Monitoring efforts would continue until canopy architecture matches that of reference systems (>4 yr for Californian marshes planted on coarse, nutrient-poor soils). Finally, research on wildlife habitat quality (e.g., nesting potential for the endangered Belding's Savannah Sparrow [Passerculus sandwichensis beldingi]) would determine critical levels of canopy layering and height for nesting, feeding, and perching to defend territories.",35,2,"excluded","Not birds"
"GNM_047","X.WOS.000712776000001","Analysis of Egg Variation and Foreign Egg Rejection in Ruppell's Weaver (Ploceus galbula)","Lahti, David C.","FRONTIERS IN ECOLOGY AND EVOLUTION","9",NA,NA,2021,"10.3389/fevo.2021.734126","Egg appearance is notable for its variation and as a source of recognition cues in bird species that are subject to egg-mimicking brood parasitism. Here I analyze the egg appearance of an East African weaverbird species that has variable eggs and is a host of brood parasitism by an egg-mimicking cuckoo, in order to (1) compare population variation to variation within a clutch as a measure of the distinctiveness of eggs; (2) assess modularity versus correlation among egg appearance traits as an indication of the complexity of egg signatures; and (3) address whether the eggs are discretely polymorphic or continuously variable in appearance. I also compare three methods of assessing egg coloration: reduction of spectral data to orthogonal components, targeted spectral shape variables, and avian visual modeling. Then I report the results of egg replacement experiments that assess the relationship between egg rejection behavior and the difference in appearance between own and foreign eggs. Ruppell's weaver (Ploceus galbula) eggs are variable in appearance between individuals and consistent within a clutch, but vary widely in the distinctiveness of particular traits. Most aspects of color and spotting are decoupled from each other, including coloration likely to derive from different pigments. Egg ground color is bimodal, with a broad continuous class of off-white/UV eggs and another broad class of blue-green eggs. Variation in all other traits is unimodal and usually normal in distribution. Females reject foreign eggs on the basis of the difference in brightness of the ground color and spotting of foreign eggs relative to their own, and the difference in degree to which spots are aggregated at the broad end of the egg. This aggregation is among the most distinctive features of their eggs, but the brightness of the ground color and spotting brightness are not; the birds' use of brightness rather than the more distinctive chromatic variation to recognize eggs might reflect the salience of achromatic contrast in a dim enclosed nest.",47,1,"excluded","No green nest material"
"GNM_050","X.WOS.000673465100013","Bird trends from long-term observation data at sites in the Hudson Bay Lowlands","Brook, Rodney W. and Pollock, Lisa A. and Abraham, Kenneth F. and Brown, Glen S.","AVIAN CONSERVATION AND ECOLOGY","16","1",NA,2021,"10.5751/ACE-01821-160110","Monitoring population trends for bird species in the Arctic and sub-Arctic can be difficult and cost prohibitive. Breeding populations of birds in these remote locations may be changing and have garnered much attention regarding their conservation. We analyzed data from bird lists (daily species observations) collected while conducting other targeted research to estimate trends in the probability of observing species at two sub-Arctic study sites. For Akimiski Island, Nunavut (52 species) we estimated positive trends with high confidence (95\% credible limits do not include 0) for 14 species and negative trends with high confidence for 18. For Burntpoint Creek, Ontario (46 species) we estimated that 12 species had positive trends with high confidence and 12 had negative trends with high confidence. More than 60\% of species at each site matched population trends for at least one of three larger geographic scales that we compared estimates with; regional, provincial and national. We hypothesized that trends may be due to climate change effects or because of effects related to intensive herbivory from nesting geese. Trends for most of the species where we made specific predictions from these hypotheses agreed with those predicted; however, well-designed experiments are needed to conclusively determine the driving mechanisms of these trends. Collecting bird list data while simultaneously conducting other research is not nearly as time consuming or expensive as targeted breeding bird surveys (e.g., point counts, call counts, nest searching, etc.). This analysis method may be of utility for other remote field study sites where gaps in trend data exist.",50,1,"excluded","Not experimental"
"GNM_052","D.U.00C3..U.00AD.azLora2020","Hoopoe Upupa epops male feeding effort is related to female cosmetic egg colouration","DÃ­az Lora, S. and PÃ©rez-Contreras, T. and AzcÃ¡rate-GarcÃ­a, M. and MartÃ­nez Bueno, M. and Soler, J.J. and MartÃ­n-Vivaldi, M.","Journal of Avian Biology","51","8",NA,2020,"10.1111/jav.02433","Avian eggshell colouration might function as a post-mating sexually selected signal of female quality, influencing male parental investment and, hence, reproductive success. This hypothesis has been tested for intrinsic eggshell pigments as biliverdin (blue-green colouration) and/or protoporphyrin (brown coloured spots), but never for colourations applied post-laying. Post-laying staining colouration due to, for instance, uropygial secretion of the female could reflect its phenotypic properties and, thus, might be a cue for male investment in reproduction. In hoopoes, the uropygial gland of incubating females hosts symbiotic bacteria that are responsible for the brown colour of their uropygial secretion and of the eggshells, as they cover their bluish-grey eggshells with gland secretion after laying. The secretion protects embryos from pathogenic trans-shell infections and, thus, egg colouration may function as a cue or even as a post-mating sexually selected signal of antimicrobial potential in hoopoes. In a wild hoopoe population breeding in nest boxes in Spain, we test this hypothesis by exploring whether egg colour predicts male parental investment. In accordance with the hypothesis, we found that the amount of food provided by males to incubating females was higher in nests with less saturated eggshell colours. This relationship was affected by female body condition. High quality females in terms of body condition and/or in secretion colour obtained better males in terms of provisioning effort during incubation. Given that eggshell saturation is negatively related to density of bacterial symbionts in uropygial secretions, one possibility is that males may regulate their parental investment in accordance to the expected characteristics of mutualistic bacteria hosted in uropygial glands and deposited on eggshells. We discuss alternative explanations for our results, concluding that the post-mating sexual selection hypothesis is the most likely but experimental modification of egg colour is needed to test it further. Â© 2020 Nordic Society Oikos. Published by John Wiley & Sons Ltd",52,2,"excluded","No green nest material"
"GNM_055","X.WOS.000506127100001","Land-sharing vs. land-sparing urban development modulate predator-prey interactions in Europe","Jokimaeki, Jukka and Suhonen, Jukka and Benedetti, Yanina and Diaz, Mario and Kaisanlahti-Jokimaeki, Marja-Liisa and Morelli, Federico and Perez-Contreras, Tomas and Rubio, Enrique and Sprau, Philipp and Tryjanowski, Piotr and Ibanez-Alamo, Juan Diego","ECOLOGICAL APPLICATIONS","30","3",NA,2020,"10.1002/eap.2049","Urban areas are expanding globally as a consequence of human population increases, with overall negative effects on biodiversity. To prevent the further loss of biodiversity, it is urgent to understand the mechanisms behind this loss to develop evidence-based sustainable solutions to preserve biodiversity in urban landscapes. The two extreme urban development types along a continuum, land-sparing (large, continuous green areas and high-density housing) and land-sharing (small, fragmented green areas and low-density housing) have been the recent focus of debates regarding the pattern of urban development. However, in this context, there is no information on the mechanisms behind the observed biodiversity changes. One of the main mechanisms proposed to explain urban biodiversity loss is the alteration of predator-prey interactions. Using ground-nesting birds as a model system and data from nine European cities, we experimentally tested the effects of these two extreme urban development types on artificial ground nest survival and whether nest survival correlates with the local abundance of ground-nesting birds and their nest predators. Nest survival (n = 554) was lower in land-sharing than in land-sparing urban areas. Nest survival decreased with increasing numbers of local predators (cats and corvids) and with nest visibility. Correspondingly, relative abundance of ground-nesting birds was greater in land-sparing than in land-sharing urban areas, though overall bird species richness was unaffected by the pattern of urban development. We provide the first evidence that predator-prey interactions differ between the two extreme urban development types. Changing interactions may explain the higher proportion of ground-nesting birds in land-sparing areas, and suggest a limitation of the land-sharing model. Nest predator control and the provision of more green-covered urban habitats may also improve conservation of sensitive birds in cities. Our findings provide information on how to further expand our cities without severe loss of urban-sensitive species and give support for land-sparing over land-sharing urban development.",55,1,"excluded","No green nest material"
"GNM_056","X.WOS.000493902400014","The influence of bioactive mobile telephony radiation at the level of a plant community - Possible mechanisms and indicators of the effects","Czerwinski, Marek and Januszkiewicz, Lukasz and Vian, Alain and Lazaro, Amparo","ECOLOGICAL INDICATORS","108",NA,NA,2020,"10.1016/j.ecolind.2019.105683","Environmental exposure to radiofrequency electromagnetic fields (RF-EMFs) from mobile telephony has rapidly increased in the last two decades and this trend is expected to continue. The effects of this exposure at plant community level are unknown and difficult to assess in a scientifically appropriate manner. Such an assessment can be scientifically adequate if a studied plant community is completely new and control-impact radiation treatment is used. In this review we aimed to predict ecological effects and identify indicators of the impact of bioactive RF-EMFs at the mobile telephony frequency range on plant communities. We considered the scenario where a plant community was exposed to radiation generated by a base transmitting station antenna mounted on a nearby mast. This plant community can be represented by mesic meadow, ruderal or arable weed community, or other herbaceous, moderately productive vegetation type. We concentrated primarily on radiation effects that can be recorded for a year since the exposure started. To predict them we used physical theories of radiowave propagation in vegetation and the knowledge on plants physiological responses to RF-EMF. Our indicators can be used for the detection of the impact of RF-EMFs on vegetation in a control-impact experiment. The identified indicators can be classified into the following groups: (1) canopy parameters; (2) plant characteristics to be measured in the field or laboratory in a number of individuals that represent the populations of selected species; (3) community weighted means/medians (CWMs) of plant traits and strategies; (4) the abundance of other organisms that interact with plants and can influence their fitness or population size. The group of canopy parameters includes mean height, vertical vegetation structure and dry weight of above-ground standing phytomass. Plant characteristics requiring biometric sampling in the field are plant height, the number of fruits and seeds, as well as seed viability. The group of plant traits that are calculated as CWMs covers seed releasing height, seed dispersal mode, SLA, leaf orientation, month of germination and flowering, Ellenberg's light indicator value, and the proportion of individuals in the classes of competitors and stress tolerators according to Grime's CSR strategy scheme. The group of ``non-plant{''} indicators includes primarily the frequency of flower visits by beetles, wasps, hoverflies, and bees that have their nests over ground. To detect ecological responses that occur for the first year since a herbaceous community has been exposed to potentially bioactive RF-EMF, the first two indicators groups should be used.",56,1,"excluded","Not birds"
"GNM_057","X.WOS.000524118800006","When an enemy of an enemy is not a friend: Tri-trophic interactions between kaka, puriri moths and makomako trees","Yule, Kirsty J. and Burns, Kevin C.","NEW ZEALAND JOURNAL OF ECOLOGY","44","1",NA,2020,"10.20417/nzjecol.44.4","Predators can indirectly structure local plant communities by altering the diversity and behaviour of herbivores. These `trophic cascades' can be seriously disrupted by the local extinction of top predators. They can also be restored by the subsequent re-introduction of top predators by conservationists. Here, we investigated trophic cascades involving kaka, puriri moths and their host trees. New Zealand kaka (Nestor meridionalis, Nestoridae) are large parrots that were extirpated from most of its range in the 20th century. Unlike most other parrots, kaka forage primarily by digging through the vascular cambium of trees in search of wood-boring insects. They regularly consume puriri moths (Aenetus virescens, Hepialidae), a giant species of ghost moth whose larvae tunnel into the heartwood of trees for protection. Puriri moths are host specific and frequently attack makomako (Aristotelia serrata, Elaeocarpaceae), a sub-canopy tree species. We conducted a field experiment in Zealandia, a nature reserve to which kaka were reintroduced over a decade ago, to test the hypothesis that kaka would increase tree fitness by removing larval parasites (i.e. herbivores). Contrary to our expectations, results revealed an additive, negative effect of both the predator (kaka) and parasite (puriri moths) on plant fitness. Therefore, the tri-trophic interactions restored by the reintroduction of kaka into Zealandia appear to be unique, as the actions of the predator decreased fruit and flower production, rather than increasing plant fitness, as typically reported for trophic cascades.",57,1,"excluded","No green nest material"
"GNM_058","Ba.U.00C5..U.201E.bura2020139","Blue Tits Cyanistes caeruleus Laying Smaller Eggs after a Decline in Snail Numbers: An Indirect Effect of Slug Control in a City Park","BaÅ„bura, J. and Sulikowska-Drozd, A. and BaÅ„bura, M. and ZieliÅ„ski, P. and KaliÅ„ski, A. and Wawrzyniak, J. and Gladalski, M. and Skwarska, J. and Markowski, M.","Acta Ornithologica","54","2","139-148",2020,"10.3161/00016454AO2019.54.2.001","Egg size is a basic species-specific life-history trait in birds which influences offspring performance through the nestling stage and, therefore, fitness. Shells of snails are the principal source of calcium for female parids and some other passerines during egg formation. Shortages in the availability of snail shells may lead to laying smaller eggs with thinner shells. In urban green spaces that require protection against pests, the numbers of snails may become greatly reduced in response to molluscicide treatments. The use of a molluscicide treatment against pest slugs in the Botanic Garden, LÃ³dz, Poland, in 2013 and 2014 provided a unique quasi-experimental setting to study the effect of molluscicide on both non-target snails and Blue Tit Cyanistes caeruleus eggs. Using a forest study site where no treatment was applied as a control area, we tested for effects of the molluscicide treatment in the Botanic Garden on the density of snails and on the egg volume of Blue Tits. We found that after the molluscicide treatment a dramatic drop in snail numbers occurred, which likely restricted the availability of snail shells for egg laying Blue Tits in the Botanic Garden. Correspondingly, egg sizes significantly decreased in the Garden, while they stayed constant over time in the forest. Eggs in bigger clutches were more strongly affected by the molluscicide treatment than eggs in smaller clutches. Our quasi-experimental study suggests that Blue Tits are sensitive to poor availability of snail shells. This is manifested by laying smaller eggs, which require less calcium to be incorporated in the eggshell, in response to a dramatic drop in the availability of snail shells. This result is expected to raise awareness of potential indirect and inadvertent effects of park pest management on biota other than molluscan pests. Â© Polish Academy of Sciences. All rights reserved.",203,2,"excluded","No green nest material"
"GNM_060","Ims2019607","Arctic greening and bird nest predation risk across tundra ecotones","Ims, R.A. and Henden, J.-A. and StrÃ¸meng, M.A. and Thingnes, A.V. and Garmo, M.J. and Jepsen, J.U.","Nature Climate Change","9","8","607-610",2019,"10.1038/s41558-019-0514-9","Alarming global-scale declines of bird numbers are occurring under the changing climate1, and species belonging to alpine and Arctic tundra are particularly affected2,3. Increased nest predation appears to be involved4, but the mechanisms linking predation to climate change remain to be shown. Here we test the prediction from food web theory that increased primary productivity (greening of tundra) in a warming Arctic leads to a higher risk of nest predation in tundra ecosystems. By exploiting landscape-scale spatial heterogeneity in areas of primary productivity across alpine tundra ecotones and supplied with experimental nests in sub-Arctic Scandinavia, we found that predation risk indeed increased with primary productivity. The productivity-predation risk relation was independent of the simultaneous effects of rodent population dynamics and vegetation cover at nest sites. Predation risk also increased steeply with altitude, implying that species at the high-altitude end of the alpine tundra ecotones are particularly vulnerable. Our study contributes to an improved understanding of how climate change may affect Arctic and alpine ecosystems and threaten endemic biodiversity through a trophic cascade. Â© 2019, The Author(s), under exclusive licence to Springer Nature Limited.",60,2,"excluded","No green nest material"
