"paper_id","label","title","author","journal","volume","number","pages","year","doi","abstract","search_duplicated","n_duplicates","screened_final","notes_final"
"GNM_158","X.WOS.000175709400016","Short- and long-term effects of male-like concentrations of testosterone on female European starlings (Sturnus vulgaris)","De Ridder, E and Pinxten, R and Mees, V and Eens, M","AUK","119","2","487-497",2002,"10.1642/0004-8038(2002)119{[}0487:SALTEO]2.0.CO;2","European Starlings (Sturnus vulgaris) exhibit marked sex differences in behavior during spring. Song activity, nest-box occupation, the carrying of green nesting materials into a nest hole (typical mate-attraction behaviors), and aggression occur much more frequently in males who also have higher testosterone (T)-levels than females. Here, we examined whether male-like concentrations of T would activate these behaviors in female Starlings. We treated females with implants that were either empty (C-females) or packed with T (T-females) during late December. Although elevated T-levels significantly increased song activity in females, the proportion of time spent singing was still much lower than in males. T-treatment in females also failed to induce singing behavior in the nest box, a typical male mate-attraction behavior. Those results suggest both activational and organizational effects of T on singing. Nest-box occupation, carrying of green nesting material into a nest hole, and aggressive behavior were not activated by elevated T-levels, indicating that sex differences in these behaviors are probably based on early organizational effects of steroid hormones. We also evaluated effects of increased T-concentrations on some physiological, morphological, and immunological parameters. T-treatment strongly suppressed tail feather regrowth after experimental plucking, and also delayed onset of molt of wing feathers and slowed its progress. T-implantation caused color of the bill to change from black to yellow, but did not affect body mass. Immune function was determined by using two indirect measures: blood composition (haematocrit and buffy coat values) and indications of infections. Although haematocrit and buffy coat values did not differ between C- and T-females, T-females were significantly more infected with Staphylococcus aureus than C-females at the end of the experiment. Received 24 January 2001, accepted 14 January 2002.",158,2,"selected",NA
"GNM_185","Scott.Baumann20221186","Effects of nest-box environment on fledgling success rate and pathogen load","Scott-Baumann, J.F. and Morgan, E.R. and Cogan, T.A.","Parasitology","149","9","1186-1192",2022,"10.1017/S0031182022000695","Nest boxes have been used for many decades as tools for conservation and to study avian population dynamics. Plastic is increasingly used as a material for nest boxes, but no studies have investigated effects of this different material. Two consecutive studies were conducted to investigate effects of nest-box environment on nidicolous parasites, bacteria and fungi, as well as nest success, in blue tits Cyanistes caeruleus and great tits Parus major. The first compared microclimate and parasite and pathogen load in plastic and wooden nest boxes. The second tested the nest protection hypothesis-that birds naturally incorporate aromatic herbs into nests to decrease nest parasites and pathogens-by comparing parasite and pathogen load in plastic nest boxes to which aromatic or non-aromatic plant material was added. No significant difference in nest-box temperature or relative humidity was found between plastic and wooden boxes. Wooden boxes, however, contained 30-fold higher numbers of fleas and a higher total bacterial load on chicks. Fledging success for blue tit broods was significantly higher in wooden boxes. Parasites and bacteria did not decrease by the inclusion of aromatic herbs. The results increase the evidence base for nest-box design in support of plastic, which can provide an appropriate alternative nest-box material to wood, with apparently no difference in microclimate and no increase in the load of measured parasites and pathogens. Copyright Â© The Author(s), 2022. Published by Cambridge University Press.",185,1,"selected",NA
"GNM_266","Gwinner2013353","Male European starlings use odorous herbs as nest material to attract females and benefit nestlings","Gwinner, H.","Chemical Signals in Vertebrates 12",NA,NA,"353-362",2013,"10.1007/9781461459279","Male European starlings (Sturnus vulgaris) use odorous herbs as green nest material. They show these plants to females to catch their attention before they incorporate them into their nests. Nestlings reared in nests containing herbs carry fewer bacteria, have higher haematocrit levels and more basophile leucocytes, and have a higher fledging weight than those reared in nests without herbs. The incubation temperature is higher in nests with herbs than in herbless nests. Females are attracted by herb nests and herb nests provide energy-saving benefits to incubating females. In choice experiments, starlings employed olfaction to select nest herbs, using innate information and experience acquired as nestlings to identify odours. Measures of head space air in starling nest boxes revealed an increase of volatile substances during the nestlings phase. Manganese-enhanced resonance imaging of the olfactory bulb of starling showed that the neural correlates of olfactory sensitivity change seasonally. Starlings can only discriminate odours during the reproductive season. The association between odour perception and reproductive behaviour suggests that increased testosterone production, related to the increasing photoperiod in spring, may guide these seasonal changes. The size of the olfactory bulb but not its ability to discriminate was affected by testosterone implants in the non-reproductive season. Â© Springer Science+Business Media New York 2013.",263,1,"selected",NA
"GNM_267","Gwinner2013307","Nest composition and yolk hormones: Do female European starlings adjust yolk androgens to nest quality?","Gwinner, H. and Yohannes, E. and Schwabl, H.","Avian Biology Research","6","4","307-312",2013,"10.3184/175815513X13823680612392","The nest is a key element of avian reproductive fitness. It provides the developmental environment for the embryo and nestling thereby affecting their quality and survival. Nests are often constructed by the male and nest quality, elaboration, and ornamentation vary among males in a species. Therefore, male nest-building behaviour is likely under sexual selection and females may use male nest-building behaviour and nest features as cues in mate choice and their own reproductive investment. We tested this hypothesis in European starlings (Sturnus vulgaris). Male starlings present green plants to females during their courtship display and furbish their nests with variable quantities of fresh green plants. The highest frequency of plant incorporation into the nest occurs during pair formation and oogenesis. We determined nest composition and measured yolk testosterone concentrations in eggs. Yolk testosterone concentrations were positively correlated with the amount of green plant material in nests. Because males use green nest material in courtship and green nest material positively affects nestlings' development, we suggest that female European starlings use male nest-building effort, ritualised courtship display of green plants, and nest characteristics in mate choice, and adjust yolk testosterone levels in the eggs to the quality of the nest to optimise offspring growth.",264,1,"selected",NA
"GNM_355","Clark1988174","Effect of biologically active plants used as netst material and the derived benefit to starling nestlings","Clark, L. and Russell Mason, J.","Oecologia","77","2","174-180",1988,"10.1007/BF00379183","The European starling Sturnus vulgaris preferentially incorporates fresh sprigs of particular plant species for use as nesting material. Chemicals found in these plants may act to reduce pathogen and ectoparasite populations normally found in nest environments. The present experiments were performed to test this Nest Protection Hypothesis. In the fild, we experimentally determined that wild carrot Daucus carota, a plant species preferred as nest material, effectively reduced the number of hematophagous mites found within nests relative to control nests without green vegetation. Chicks from nests containing wild carrot had higher levels of blood hemoglobin than chicks from control nests. However, there were no differences in weight or feather development. In the laboratory, we found that wild carrot and fleabane, Erigeron philadelphicus, (also preferred by starlings as nest material) substantially reduced the emergence of feeding instars of mites, while garlic mustard, Alliaria officinalis, (commonly available but not preferred) had little effect on the emergence of mites. We infer that preferred plant material may act to inhibit feeding or otherwise delay reproduction of mites, thereby reducing risk of anemia to developing nestlings. Â© 1988 Springer-Verlag.",359,1,"selected",NA
"GNM_360","Clark1987227","Olfactory discrimination of plant volatiles by the European starling","Clark, L. and Mason, J.R.","Animal Behaviour","35","1","227-235",1987,"10.1016/S0003-3472(87)80228-2","Passerine species that re-use nest sites often incorporate fresh green vegetation into their nests, a behaviour consistent with the possibility that some birds may use chemical properties of plants to counteract the selective potential of parasites and pathogens. We tested adult starlings (Sturnus vulgaris) for their physiological capacity and behavioural ability to detect and discriminate between volatiles emitted from plant material. Multi-unit electrophysiological recordings from olfactory nerves of adults indicated that strong responses were reliably elicited by volatiles from six plant species. After pairings of plant volatiles with gastro-intestinal malaise, birds exhibited conditioned avoidance in behavioural experiments, and made all possible pairwise discriminations between volatiles of the various plant species. Bilateral olfactory nerve cuts prior to conditioning abolished the ability to acquire avoidance, suggesting that olfactory cues mediated the response to plant species. These and previous results suggest that starlings use volatile cues to discriminate and choose between plants used in nest construction. Â© 1987.",364,1,"selected","Volatile cues"
"GNM_376","Jacobs1978463","Nest colour as a factor in nest selection by female village weaverbirds","Jacobs, C.H. and Collias, N.E. and Fujimoto, J.T.","Animal Behaviour","26","PART 2","463-469",1978,"10.1016/0003-3472(78)90063-5","The village weaverbird (Ploceus cucullatus) breeds in colonies, and the male weaves the outer shell of the nest which he displays to visiting females. Females then select between nests of the different males, normally choosing fresh green nests. Old nests fade to a dull brown. Experiments are reported that indicate nest colour is not a major factor in the selection of nests, although females had a tendency to prefer fresh nests painted green over fresh nests painted brown (z-test, P = 0Â·07). They did not differentiate between green-painted and unpainted nests, eliminating paint per se as a basis of choice. There was no significant difference in frequency of bouts of male display of green-painted and brown-painted fresh nests. Normally, males tear down a rejected nest as it turns brown and build a fresh nest in its place. Males tore down rejected brown-painted nests more than three times as often as they tore down green-painted nests, demonstrating an aversion to brown colour in nests. Â© 1978.",380,1,"selected","Green nest boxes"
"GNM_002","X.WOS.000553938400002","Development of nestling blue tits (Cyanistes caeruleus) is affected by experimental addition of aromatic plants","Pires, Barbara A. and Belo, Anabela D. F. and Diamantino, Fernanda and Rabaca, Joao E. and Merino, Santiago","AVIAN BIOLOGY RESEARCH","13","3","44-48",2020,"10.1177/1758155920921075","Some passerines incorporate aromatic plants in their nest cups, and several hypotheses have been formulated to explain this behaviour. One of those, the Drug Hypothesis, states that aromatic plants present in nests have positive effects on nestlings' development through increased immune function. In this study, we aimed to examine if experimental addition of aromatic plants had positive effects on reproductive performance (the number of fledglings produced and nestling survival rate) and nestling development (weight and tarsus length). In addition, we study whether those potential effects were more noticeable in different brood sizes-small and large-through an observational approach. We expect that large broods, due to increased resource competition between nestlings, will benefit more from aromatic plant incorporation, as compared to small broods. Nestlings were significantly heavier in 2015 as compared to 2016 and 2017 and in small broods. No effect of treatment was observed in nestling weight. Although there was no overall effect of treatment on nestling tarsus length, nestlings from aromatic nests had significantly longer tarsi as compared to nestlings from control nests, in large broods.",2,2,"selected",NA
"GNM_003","X.WOS.000260989800009","Blue tits (Cyanistes caeruleus) respond to an experimental change in the aromatic plant odour composition of their nest","Mennerat, A.","BEHAVIOURAL PROCESSES","79","3","189-191",2008,"10.1016/j.beproc.2008.07.003","Although the use of olfaction by birds is now widely recognised, the olfactory abilities of passerine birds remain poorly explored, for historical reasons. Several studies however suggest that passerines can perceive volatile compounds in several biologically relevant contexts. In Corsica, recent findings suggest that cavity-nesting blue tits may use volatile compounds in the context of nest building and maintenance. Although they build their nests mainly from moss, female blue tits also frequently incorporate fragments of several species of aromatic plants in the nest cup. In field experiments, breeding female blue tits altered their nest maintenance behaviour in response to experimental addition of aromatic plants in their nest. In aviary experiments. captive male blue tits could be trained to detect lavender odour from a distance. Here I report results from a field study aimed to test whether adult blue tits altered their chick-feeding behaviour after an experimental change in nest odour composition. I experimentally added fragments of aromatic plant species that differed from those brought in the nests before the start of the experiment in a set of experimental nests and added moss, the basic nest material, in a set of control nests. Both male and female blue tits hesitated significantly longer entering the nest cavity after addition of new aromatic plant fragments, as compared to moss addition. This response was especially observed during the first visit following the experimental change in nest plant composition. Nest composition treatment had no effect on the time spent in the nest. This study demonstrates that free-ranging blue tits detect changes in nest odour from outside the nest cavity. (C) 2008 Elsevier B.V. All rights reserved.",3,2,"selected",NA
"GNM_018","Tom.U.00C3..U.00A1.s2013926","Nest size and aromatic plants in the nest as sexually selected female traits in blue tits","TomÃƒÂ¡s, G. and Merino, S. and MartÃƒÂ­nez-De La Puente, J. and Moreno, J. and Morales, J. and Rivero-De Aguilar, J.","Behavioral Ecology","24","4","926-934",2013,"10.1093/beheco/art015","Besides the direct functionality of nests driven by natural selection, accumulating evidence shows that nest building behaviors and nests may also evolve under sexual selection. Empirical research on the potential role of nests or nest features as sexual signals, however, is comparatively scarce for avian species in which the female is the only sex involved in its construction because of a male bias in the study of sexual traits, even though maternally built nests may be more common than paternally and biparentally built nests. In blue tits Cyanistes caeruleus, females alone build nests and add aromatic plants to them. We manipulated nest size and amount of aromatic plants in the nest to assess subsequent male effort and risk taking during provisioning of nestlings as indices of differential allocation. Risk taking was assessed through trappability indices of males at the nest-box when provisioning nestlings. Although male provisioning rates did not differ between experimental groups, male risk taking during provisioning was significantly lower in nests reduced in size than in control and enlarged nests, and it was significantly higher in nests supplied with aromatic plants than in control nests. Females showed nonsignificant trends to increase their provisioning effort in reduced nests, probably to compensate reduced male investment. Finally, female provisioning rates and especially male risk taking had a major positive impact on reproductive success and thereby on female fitness. In summary, this study (and previous evidence) suggests that nest size and aromatic plants in blue tit nests are used by females as sexual signals to elicit differential allocation in males. This study adds to the scarce evidence in favor of nests or nest materials acting as sexually selected traits regarding female signaling. Ã‚Â© 2013 The Author. Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. All rights reserved.",18,2,"selected",NA
"GNM_024","L.U.00C3..U.00B3.pez.Rull2009254","Do female spotless starlings Sturnus unicolor adjust maternal investment according to male attractiveness?","LÃƒÂ³pez-Rull, I. and Gil, D.","Journal of Avian Biology","40","3","254-262",2009,"10.1111/j.1600-048X.2009.04553.x","In birds, female egg allocation patterns have a strong influence in offspring development and differential investment in egg size and composition has been shown to respond to male attractiveness. In this study we experimentally manipulated the perceived attractiveness of male starlings Sturnus unicolor by increasing the amount of green material in some nests (a male courtship display in this species). We predicted that, if female investment before laying is related to male attractiveness, experimental females would increase their reproductive investment in response to the addition of plants in their nests when compared to control females. We found that our manipulation caused variations in female reproductive investment in a way that seems to influence offspring quantity but not offspring quality: Females laid larger clutch sizes but not larger eggs when green plant material was added. However, yolk androgens contents were not related to the experimental manipulation. Contrary to expectations, females breeding in experimental nests laid eggs with smaller amounts of eggshell pigments. Interestingly, we found that eggs laid later in the sequence had higher testosterone levels and showed more intense egg colouration than eggs laid earlier in the sequence. These differences at the within-clutch level suggest that selection has favoured compensatory strategies for hatching asynchrony. Alternatively, since nest sabotages by other females are most common at the beginning of laying, this could be seen as female strategy to minimise losses due to nest sabotages. As far as we know, this is the first study to show that an external egg characteristic such as blue-green colouration reflects yolk androgen concentration. Ã‚Â© 2009 Journal of Avian Biology.",24,2,"selected",NA
"GNM_123","X.WOS.000263366100002","Aromatic plants in nests of blue tits: positive effects on nestlings","Mennerat, Adele and Perret, Philippe and Bourgault, Patrice and Blondel, Jacques and Gimenez, Olivier and Thomas, Don W. and Heeb, Philipp and Lambrechts, Marcel M.","ANIMAL BEHAVIOUR","77","3","569-574",2009,"10.1016/j.anbehav.2008.11.008","For altricial birds, detailed studies of parental care include egg incubation, brooding and chick feeding, all of them being crucial to offspring survival. Few studies have explored nest building and maintenance from this perspective, although the nest is the first environment experienced by hatchlings. On Corsica, blue tits, Cyanistes caeruleus, incorporate fresh fragments of several species of aromatic plants in the nest cup throughout the nesting period, and replenish the nest with fresh fragments of the same plant species quickly after experimental removal. In this study, we experimentally tested whether aromatic plants used by blue tits affect the growth and condition of nestlings. Because we expected the effects of plants to depend on environmental conditions, we tested this hypothesis both in enlarged and in control broods. Aromatic plants positively affected chick mass gain in enlarged broods. Chicks in nests containing aromatic plants also had higher haematocrit levels. In addition, in 1 of the 2 study years, feathers developed faster in aromatic-treated nests than in nests where aromatic plants had been replaced by a neutral nest material (moss). However, no significant effect of aromatic plants on chick body size at. edging was found. We propose several hypotheses on the proximal mechanisms whereby aromatic plants affect chick growth and condition. (c) 2008 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",123,2,"selected",NA
