Paper_ID,label,title,author,journal,volume,number,pages,year,doi,abstract,n_duplicates,screener_ID,screened_abstracts,notes
GNM_011_rep,ref_09,Reduction in biomass of freshwater arctic vegetation by foraging and nesting hyperabundant herbivores shows recovery,Kellett D.K.; Alisauskas R.T.,Ecosphere,13,11,-,2022,10.1002/ecs2.4275,"Arctic-nesting geese are specialist herbivores of grasses and sedges (collectively, graminoids). Under moderate grazing pressure, these migratory herbivores can create and maintain arctic grazing lawns with high nutritional content and low aboveground biomass. Nutrient and energy subsidies from southern agricultural landscapes during winter have improved survival among populations of Ross's (Anser rossii) and lesser snow geese (Anser caerulescens caerulescens), leading to marked population growth. Resulting goose hyperabundance has raised conservation concern for resilience of arctic ecosystems to withstand cumulative and intense pressures of herbivory and nest construction. We used both design-based (experimental herbivore exclosures) and model-based methods to investigate changes to plant community structure in direct response to foraging and nesting by these species within the Queen Maud Gulf (Ahiak) Migratory Bird Sanctuary, Nunavut, Canada. Annual nest construction and foraging by up to ~1.3 million geese at a large colony at Karrak Lake markedly reduced aboveground biomass of forage (graminoids) and non-forage (foliose and fruticose lichens) vegetation, with spatial variation in reduction associated with intensity of use by geese. Within vast brood-rearing regions, foraging reduced above- and belowground plant biomass of lowland plant communities by 61% and 29%, respectively, between 1994 (when herbivore exclosures were established) and 2017. In addition to landscape diversity associated with abiotic properties created by geomorphic processes, long-term herbivory by geese further increased spatial heterogeneity in vegetation at the landscape scale. Although foraging geese nearly completely depleted aboveground plant biomass in some parts of their brood-rearing areas, belowground biomass was largely conserved, and thus, plant communities had strong potential for aboveground regeneration. We propose that the effects of high-density nesting and foraging by Ross's and lesser snow geese in the central Canadian Arctic, while extensive, are ephemeral and prone to reversion following cessation of grazing and nesting pressure, such as that afforded by shifts in herbivore distribution or local population decline. © 2022 The Authors. Ecosphere published by Wiley Periodicals LLC on behalf of The Ecological Society of America.",2,SD,excluded,No birds
GNM_012_rep,ref_11,Influence of management practice on the microbiota of a critically endangered species: a longitudinal study of kākāpō chick faeces and associated nest litter,West A.G.; Digby A.; Lear G.; Armstrong D.; Armstrong-James D.; Bromley M.; Buckley E.; Chatterton J.; Cox M.P.; Cramer R.A.; Crane J.; Dearden P.K.; Eason D.; Fisher M.C.; Gago S.; Gartrell B.; Gemmell N.J.; Glare T.R.; Guhlin J.; Howard J.; Lacap-Bugler D.; Le Lec M.; Lin X.X.; Lofgren L.; Mackay J.; Meis J.; Morelli K.A.; Perrott J.; Petterson M.; Quinones-Mateu M.; Rhodes J.; Roberts J.; Stajich J.; Taylor M.W.; Tebbutt S.J.; Truter-Meyer A.; Uddstrom L.; Urban L.; van Rhijn N.; Vercoe D.; Vesely E.; Weir B.S.; Winter D.J.; Yeung J.,Animal Microbiome,4,1,-,2022,10.1186/s42523-022-00204-w,"Background: The critically endangered kākāpō is a flightless, nocturnal parrot endemic to Aotearoa New Zealand. Recent efforts to describe the gastrointestinal microbial community of this threatened herbivore revealed a low-diversity microbiota that is often dominated by Escherichia-Shigella bacteria. Given the importance of associated microbial communities to animal health, and increasing appreciation of their potential relevance to threatened species conservation, we sought to better understand the development of this unusual gut microbiota profile. To this end, we conducted a longitudinal analysis of faecal material collected from kākāpō chicks during the 2019 breeding season, in addition to associated nest litter material. Results: Using an experimental approach rarely seen in studies of threatened species microbiota, we evaluated the impact of a regular conservation practice on the developing kākāpō microbiota, namely the removal of faecal material from nests. Artificially removing chick faeces from nests had negligible impact on bacterial community diversity for either chicks or nests (p > 0.05). However, the gut microbiota did change significantly over time as chick age increased (p < 0.01), with an increasing relative abundance of Escherichia-Shigella coli over the study period and similar observations for the associated nest litter microbiota (p < 0.01). Supplementary feeding substantially altered gut bacterial diversity of kākāpō chicks (p < 0.01), characterised by a significant increase in Lactobacillus bacteria. Conclusions: Overall, chick age and hand rearing conditions had the most marked impact on faecal bacterial communities. Similarly, the surrounding nest litter microbiota changed significantly over time since a kākāpō chick was first placed in the nest, though we found no evidence that removal of faecal material influenced the bacterial communities of either litter or faecal samples. Taken together, these observations will inform ongoing conservation and management of this most enigmatic of bird species. © 2022, The Author(s).",2,SD,excluded,No green nest material
GNM_013_rep,X.WOS.000934765500001,Identifying topological superconductivity in two-dimensional transition-metal dichalcogenides,"Lane, Christopher and Zhu, Jian-Xin",PHYSICAL REVIEW MATERIALS,6,9,NA,2022,10.1103/PhysRevMaterials.6.094001,"We study the superconducting pairing instabilities and gap functions for prototypical two-dimensional (2D) transition-metal dichalcogenides (TMDCs) WS2, MoTe2, andMoS(2) in the 2H phase under both hole and electron doping at 10 K. Our first-principles quantum many-body Green's function approach allows us to treat the full d and p manifold of orbitals with strong spin-orbit coupling, yielding pairing predictions with material-specific detail. The resulting gap functions exhibit a variety of mixed-parity superconducting states, including s, p, d, f, d +/- id, and p +/- ip pairing modes. In particular, we predict 3\% and 4\% hole-doped WS2 to be a chiral p +/- ip topological superconductor. For 1\% hole-doped MoS2, we find a competition between three doubly degenerate chiral and nonchiral instabilities. Overall, the relative pairing strengths are found to follow the Fermi-surface topology, due to nesting between the Fermi-surface sheets. Finally, we discuss our predictions in relation to available experimental data and classify the topology of the predicted superconducting pairing symmetries.",2,SD,excluded,Out of field
GNM_014_rep,X.WOS.000833432900002,Epidemiology of soybean bud proliferation and seed pod abortion disease in Iran,"Zamharir, M. Ghayeb and Shameli, S. and Bertaccini, A.",AUSTRALASIAN PLANT PATHOLOGY,51,4,383-390,2022,10.1007/s13313-022-00866-9,"Symptoms of bud proliferation and aborted seed pods were observed in Iranian soybean fields in Golestan and Mazandaran provinces. Symptomatic soybean plants, possible insect vectors, and alternative plant host species were collected to verify the presence of possible pathogens. Symptomatic and asymptomatic soybean and herbaceous plant samples were subjected to ELISA for virus detection and all samples were subjected to nested PCR amplification of phytoplasma 16 S ribosomal RNA gene followed by sequence and phylogenetic analysis. A `Candidatus Phytoplasma trifolii' strain was detected in the symptomatic soybean samples and in samples of willow and pampas grass. Some viruses were also detected in some the tested soybean samples. Biological assays such as insect and graft transmission were performed. Experimental infection of healthy soybean plants with symptomatic soybean shoots resulted in bud proliferation and seed pods abortion symptoms 8 weeks after grafting. The Hemiptera Creontiades pallidus known also as cotton shredder bug, transmitted `Ca. P. trifolii' to healthy soybean plants under insect proof conditions. The reported identification of the phytoplasmas associated with this soybean disease, of their reservoir or alternative host plants and of an insect vector will help in the development of more effective strategies to manage this disease under the Iranian field conditions.",1,SD,excluded,Not birds
GNM_015_rep,X.WOS.000820745000001,Nutrition of free-living Neotropical psittacine nestlings and implications for hand-feeding formulas,"Cornejo, Juan and Dierenfeld, Ellen S. and Renton, Katherine and Bailey, Christopher A. and Stahala, Caroline and Cruz-Nieto, Javier and Brightsmith, Donald J.",JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,106,5,1174-1188,2022,10.1111/jpn.13749,"Psittacidae is one of the most endangered families of birds in the world. Knowledge of their nutrition is important for understanding their survival and productivity in the wild, as well as for their adequate husbandry under human care. Hand-rearing is a common practice for psittacines, however research on their nutrition is limited. We analysed the predicted metabolisable energy, crude protein, crude fat, minerals and the essential amino acid profiles of the crop contents from free-living nestlings of scarlet macaws (Ara macao) and red-and-green macaws (Ara chloropterus) from southeastern Peru, Cuban Amazons (Amazona leucocephala bahamensis) from the Bahamas, lilac-crowned Amazons (Amazona finschi) from northwestern Mexico and thick-billed parrots (Rhynchopsitta pachyrhyncha) from northern Mexico. The crop content of the different parrot species displayed remarkably similar nutritional profiles, considering their diversity in habitats, geographic ranges and food sources. The crude protein and crude fat concentrations in crop samples were particularly similar for the Ara and Amazona species, while the thick-billed parrot stood out for its higher crude fat and lower crude protein content. Wider variations were found among the concentrations of sodium (Na) and iron (Fe), proline and tryptophan. Compared with the requirements of 6-12 weeks leghorn chickens, all free-ranging parrot diets contained lower crude protein, calcium (Ca), potassium (P) and Na concentrations. The hand-feeding formulas contained lower crude fat, magnesium (Mg), arginine, valine and phenylalanine concentrations, as well as much higher levels of Ca and zinc (Zn), in comparison with parrot crop samples. Our data suggest that a single formulation could be used to hand-rear Ara and Amazona sp. of 3 weeks of age and older, while a different formulation would likely be more appropriated for Rhynchopsitta sp. Experimental studies should evaluate if increasing the concentration of crude fat, Mg, arginine, valine and phenylalanine enhances psittacine chick growth and health.",2,SD,excluded,Not experimental
GNM_016_rep,X.WOS.000813058300001,Specificity within bird-parasite-parasitoid food webs: A novel approach for evaluating potential biological control agents of the avian vampire fly,"Ramirez, Ismael E. and Causton, Charlotte E. and Gutierrez, George A. and Mosquera, Denis A. and Piedrahita, Paolo and Heimpel, George E.",JOURNAL OF APPLIED ECOLOGY,59,8,2189-2198,2022,10.1111/1365-2664.14235,"Quantitative food web analyses can provide insights into the specificity of consumers such as herbivores, parasites and parasitoids. Understanding such patterns can be useful in forecasting the potential benefits and risks of biological control agents being considered for introduction against invasive species. The avian vampire fly, Philornis downsi (Diptera: Muscidae), is a neotropical bird parasite that is invasive in the Galapagos Islands, where it is causing substantial mortality of endemic bird species. We used a novel in-field experimental food web approach within the native range of P. downsi in Ecuador to test the hypotheses that pupal parasitoids known to attack P. downsi specialize on members of the genus Philornis, which occur only in bird nests. We deployed pupae of non-Philornis fly species adjacent to bird nests to assess specificity of the parasitoids and used two indices to assess specificity: Resource Range (RR), which evaluates the breadth of host use, and Pair Difference Index (PDI), which evaluates interaction strength. The results revealed very strong compartmentalization within the guild of pupal fly parasitoids, with four species attacking only Philornis spp. Both specificity indices indicated significant levels of specificity towards the genus Philornis for two of these species: Conura annulifera and Trichopria sp. novus. We also assessed the specificity of the two dominant Philornis species attacking 11 bird species and preference of the two dominant parasitoid species for bird species. Although there was some significant preference for particular bird species by the Philornis spp., there was no indication that this drove specificity patterns by the parasitoids. Policy implications. Our results confirm previous laboratory studies indicating specificity by C. annulifera and support the hypothesis that this species would produce few, if any, nontarget impacts if released into Galapagos to suppress populations of the P. downsi. These results can inform an environmental risk assessment framework to guide governmental agencies in deliberation on potential field releases of parasitoids in the Galapagos Islands.",1,SD,excluded,No green nest material
GNM_017_rep,X.WOS.000817740800001,Creation of silanol nests on HZSM-5 catalyst to boost the alkylation of toluene with methanol for PX synthesis,"Hou, Guoqiang and Fu, Tingjun and Li, Xin and Ma, Qian and Li, Zhong",APPLIED CATALYSIS A-GENERAL,642,NA,NA,2022,10.1016/j.apcata.2022.118713,"HZSM-5 catalysts with abundant silanol nests were fabricated by removing framework Al, which effectively promoted the selective alkylation of toluene with methanol by inhibiting the deep alkylation of aromatics to heavy aromatics and the conversion of methanol to light hydrocarbons. Correspondingly, the alkylation efficiency reached 65.3\% at a toluene conversion of 31.3\% over dealuminated HZSM-5, higher than the 55.2\% efficiency and 28.0\% conversion of parent zeolites, respectively. In situ DRIFTS and single-factor experimental clarified that toluene adsorption was enhanced and methanol to hydrocarbons was inhibited with the presence of silanol nests. Additionally, by increasing the crystal size of HZSM-5 with silanol nests from 2 to 5 mu m, para-xylene selectivity was increased from 36.1\% to 65.5\% because of the enhanced diffusion barrier. The finding of the positive effect of the silanol nests on toluene alkylation can provide a solid fundamental basis for the rational design of catalysts.",1,SD,excluded,Out of field
GNM_018_rep,ref_22,Increased abundance and productivity of a grassland bird after experimental control of invasive tall fescue,Coon J.J.; Maresh Nelson S.B.; Bradley I.A.; Rola K.E.; Miller J.R.,Restoration Ecology,30,8,-,2022,10.1111/rec.13709,"Tall fescue (Schedonorus arundinaceus) is a widespread invasive grass in the United States that degrades habitat quality for biodiversity. Herbicide followed by seeding of native plants reduces tall fescue and is predicted to restore habitat quality over time, but little is known about short-term (1–2 year) impacts on native species. We conducted a landscape-scale controlled experiment to assess the short-term effects of herbicide and seeding on the reproduction of an obligate grassland bird, the dickcissel (Spiza americana). In 2014, four sites in southern Iowa were each subdivided into three patches (mean 7 ha). One patch in each site was treated with glyphosate herbicide (spray-only), one with herbicide and native seeding (spray-and-seed), with the third serving as a control. Two sites were grazed by cattle from April to July and two sites were ungrazed. We monitored dickcissel reproduction in 2016, finding that they were more abundant, built more nests, experienced less cowbird parasitism, had increased nest survival, and produced more fledglings on spray-only and spray-and-seed treatments compared to control patches. Dickcissels nested infrequently on grazed sites—especially grazed control patches. We did not detect any impacts on clutch size, provisioning rates, or nestling mass, but Araneae (spiders) and Lepidoptera larvae (caterpillars) may have been smaller on sprayed patches. Positive responses by dickcissels were likely due to successful reduction of tall fescue and improved access to suitable nest sites through increased vegetation heterogeneity. Our results indicate that using herbicide and seeding to restore tall fescue-dominated sites improves habitat quality for this grassland bird, shortly after restoration. © 2022 The Authors. Restoration Ecology published by Wiley Periodicals LLC on behalf of Society for Ecological Restoration.",2,SD,excluded,No green nest material
GNM_019_rep,ref_01,Light matters: Nest illumination alters egg rejection behavior in a cavity-nesting bird,Yang C.; Møller A.P.; Liang W.,Avian Research,13,,-,2022,10.1016/j.avrs.2022.100016,"Egg discrimination by cavity-nesting birds that build nests under dim light conditions was presumed to depend on nest luminance, although this hypothesis has rarely been tested. Tests of egg discrimination ability by cavity-nesting tits under dim light conditions may reveal the selection pressure from brood parasitism that they encounter under natural interactions. We manipulated the intensity of luminance of nests of the Green-backed Tit (Parus monticolus), a potential cuckoo host that possesses a strong discrimination ability of non-mimetic foreign eggs. We performed experiments to test their egg discrimination ability under different light conditions. Our results showed that Green-backed Tits discriminate against non-mimetic foreign eggs under normal light conditions in nest boxes, and this ability persisted at nest luminance as low as 4.78 ​± ​1.31 lux that is several times lower than normal luminance (38.11 ​± ​24.02 lux). However, egg discrimination by Green-backed Tits disappeared when nest luminance was reduced to a minimum of 0.35 ​± ​0.15 lux. The latter value represents total darkness for humans. The present study shows that nest luminance plays a key role in egg discrimination by Green-backed Tits that build nests under dim light conditions. This study provides strong experimental evidence for nest illumination altering egg rejection behavior in cavity-nesting birds. © 2022 The Authors",1,SD,excluded,No green nest material
GNM_020_rep,ref_03,Phagocytosing differentiated cell-fragments is a novel mechanism for controlling somatic stem cell differentiation within a short time frame,Wakao S.; Oguma Y.; Kushida Y.; Kuroda Y.; Tatsumi K.; Dezawa M.,Cellular and Molecular Life Sciences,79,11,-,2022,10.1007/s00018-022-04555-0,"Stem cells undergo cytokine-driven differentiation, but this process often takes longer than several weeks to complete. A novel mechanism for somatic stem cell differentiation via phagocytosing ‘model cells’ (apoptotic differentiated cells) was found to require only a short time frame. Pluripotent-like Muse cells, multipotent mesenchymal stem cells (MSCs), and neural stem cells (NSCs) phagocytosed apoptotic differentiated cells via different phagocytic receptor subsets than macrophages. The phagocytosed-differentiated cell-derived contents (e.g., transcription factors) were quickly released into the cytoplasm, translocated into the nucleus, and bound to promoter regions of the stem cell genomes. Within 24 ~ 36 h, the cells expressed lineage-specific markers corresponding to the phagocytosed-differentiated cells, both in vitro and in vivo. At 1 week, the gene expression profiles were similar to those of the authentic differentiated cells and expressed functional markers. Differentiation was limited to the inherent potential of each cell line: triploblastic-, adipogenic-/chondrogenic-, and neural-lineages in Muse cells, MSCs, and NSCs, respectively. Disruption of phagocytosis, either by phagocytic receptor inhibition via small interfering RNA or annexin V treatment, impeded differentiation in vitro and in vivo. Together, our findings uncovered a simple mechanism by which differentiation-directing factors are directly transferred to somatic stem cells by phagocytosing apoptotic differentiated cells to trigger their rapid differentiation into the target cell lineage. © 2022, The Author(s).",1,SD,excluded,Out of field
GNM_021_rep,ref_05,Eviction-driven infanticide and sexually selected adoption and infanticide in a neotropical parrot,Beissinger S.R.; Berg K.S.,Proceedings of the National Academy of Sciences of the United States of America,121,20,-,2024,10.1073/pnas.2317305121,"Infanticide and adoption have been attributed to sexual selection, where an individual later reproduces with the parent whose offspring it killed or adopted. While sexually selected infanticide is well known, evidence for sexually selected adoption is anecdotal. We report on both behaviors at 346 nests over 27 y in green-rumped parrotlets (Forpus passerinus) in Venezuela. Parrotlets are monogamous with long-term pair bonds, exhibit a strongly male-biased adult sex ratio, and nest in cavities that are in short supply, creating intense competition for nest sites and mates. Infanticide attacks occurred at 256 nests in two distinct contexts: 1) Attacks were primarily committed by nonbreeding pairs (69%) attempting to evict parents from the cavity. Infanticide attacks per nest were positively correlated with population size and evicting pairs never adopted abandoned offspring. Competition for limited nest sites was a primary cause of eviction-driven infanticide, and 2) attacks occurred less frequently at nests where one mate died (31%), was perpetrated primarily by stepparents of both sexes, and was independent of population size. Thus, within a single species and mating system, infanticide occurred in multiple contexts due to multiple drivers. Nevertheless, 48% of stepparents of both sexes adopted offspring, and another 23% of stepfathers exhibited both infanticide and long-term care. Stepfathers were often young males who subsequently nested with widows, reaching earlier ages of first breeding than competitors and demonstrating sexually selected adoption. Adoption and infanticide conferred similar fitness benefits to stepfathers and appeared to be equivalent strategies driven by limited breeding opportunities, male-biased sex ratios, and long-term monogamy. Copyright © 2024 the Author(s). Published by PNAS.",1,SD,excluded,Not experimental
GNM_022_rep,ref_08,Transplantation of Human-Fetal-Spinal-Cord-Derived NPCs Primed with a Polyglutamate-Conjugated Rho/Rock Inhibitor in Acute Spinal Cord Injury,Giraldo E.; Bonilla P.; Mellado M.; Garcia-Manau P.; Rodo C.; Alastrue A.; Lopez E.; Moratonas E.C.; Pellise F.; Đorđević S.; Vicent M.J.; Moreno Manzano V.,Cells,11,20,-,2022,10.3390/cells11203304,"Neural precursor cell (NPC) transplantation represents a promising therapy for treating spinal cord injuries (SCIs); however, despite successful results obtained in preclinical models, the clinical translation of this approach remains challenging due, in part, to the lack of consensus on an optimal cell source for human neuronal cells. Depending on the cell source, additional limitations to NPC-based therapies include high tumorigenic potential, alongside poor graft survival and engraftment into host spinal tissue. We previously demonstrated that NPCs derived from rat fetal spinal cords primed with a polyglutamate (PGA)-conjugated form of the Rho/Rock inhibitor fasudil (PGA-SS-FAS) displayed enhanced neuronal differentiation and graft survival when compared to non-primed NPCs. We now conducted a similar study of human-fetal-spinal-cord-derived NPCs (hfNPCs) from legal gestational interruptions at the late gestational stage, at 19–21.6 weeks. In vitro, expanded hfNPCs retained neural features, multipotency, and self-renewal, which supported the development of a cell banking strategy. Before transplantation, we established a simple procedure to prime hfNPCs by overnight incubation with PGA-SS-FAS (at 50 μM FAS equiv.), which improved neuronal differentiation and overcame neurite-like retraction after lysophosphatidic-acid-induced Rho/Rock activation. The transplantation of primed hfNPCs into immune-deficient mice (NU(NCr)-Foxn1nu) immediately after the eighth thoracic segment compression prompted enhanced migration of grafted cells from the dorsal to the ventral spinal cord, increased preservation of GABAergic inhibitory Lbx1-expressing and glutamatergic excitatory Tlx3-expressing somatosensory interneurons, and elevated the numbers of preserved, c-Fos-expressing, activated neurons surrounding the injury epicenter, all in a low percentage. Overall, the priming procedure using PGA-SS-FAS could represent an alternative methodology to improve the capabilities of the hfNPC lines for a translational approach for acute SCI treatment. © 2022 by the authors.",1,SD,excluded,Out of field
GNM_023_rep,ref_10,Analysis of a cell niche with proliferative potential at the roof of the aqueduct of Sylvius,Martínez-Mendoza M.L.; Rodríguez-Arzate C.A.; Gómez-González G.B.; Kirchhoff F.; Martínez-Torres A.,Neuroscience Research,188,,28-38,2023,10.1016/j.neures.2022.11.004,"The aqueduct of Sylvius connects the third with the fourth ventricle and is surrounded by the Periaqueductal Grey. Here, we report a novel niche of cells in the dorsal section of the aqueduct, hereby named dorsal aqueduct niche or DAN, by applying a battery of selective markers and transgenic mouse lines. The somata of DAN cells are located toward the lumen of the ventricle forming multiple layers in close association with the cerebrospinal fluid (CSF). A single process emerges from the soma and run with the blood vessels. Cells of the DAN express radial glia/stem cell markers such as GFAP, vimentin and nestin, and the glutamate transporter GLAST or the oligodendrocyte precursor/pericyte marker NG2, thereby suggesting their potential for the generation of new cells. Morphologically, DAN cells resemble tanycytes of the third ventricle, which transfer biochemical signals from the CSF to the central nervous system and display proliferative capacity. The aqueduct ependymal lining can proliferate as observed by the integration of BrdU and expression of Ki67. Thus, the dorsal section of the aqueduct of Sylvius possesses cells that may act a niche of new glial cells in the adult mouse brain. © 2022 Japan Neuroscience Society and Elsevier Ltd",1,SD,excluded,Out of field
GNM_024_rep,ref_12,The presence of Ixodes pavlovskyi and I. pavlovskyi–borne microorganisms in Rishiri Island: an ecological survey,Zamoto-Niikura A.; Saigo A.; Sato M.; Kobayashi H.; Sasaki M.; Nakao M.; Suzuki T.; Morikawa S.,mSphere,8,6,-,2023,10.1128/msphere.00213-23,"Rishiri Island, towering toward the Sea of Japan, has been volcanically dormant for approximately 8,000 years. This small inhabited island is free of middle-to large-sized wildlife and a crucial stopover for wild birds migrating along various routes of the East Asian Flyway. A 5-year survey was conducted to explore the biogeography of ticks and tick-borne microorganisms. By flagging vegetation, Ixodes pavlovskyi (Pomerantzev, 1948), distributed in limited spots in the Far East, was predominantly collected (60%–80% collection) throughout the survey period. The I. pavlovskyi consisted of two haplogroups, Asahikawa-type and Rishiri-type, with the prevalence and nucleotide diversity of Rishiri-type being over 90% and 0.068, respectively. A survey of wild animals revealed that red-backed voles and wild birds, including Oriental greenfinches and black-faced buntings, are their hosts for blood feeding. Furthermore, the red-backed voles were infected with tick-borne Candidatus Ehrlichia khabarensis (5/21, 24%). Till date, microorganisms with identical gene sequences have only been reported from Khabarovsk and Vancouver. Ca. E. khabarensis gene has also been detected in host-seeking adult I. pavlovskyi. These results indicated that Rishiri Island is a refuge for both I. pavlovskyi and I. pavlovskyi–borne microorganisms. Additionally, the Babesia microti US lineage, which is vectored by Ixodes persulcatus in the Far East, appears to be maintained between I. pavlovskyi and wild rodents. Various factors have influenced the unique ecosystem of the island. The historical and ecological biogeography of Rishiri Island helps us understand the origin, evolution, and expansion of ticks and associated microorganisms. Copyright © 2023 Zamoto-Niikura et al.",1,SD,excluded,Not experimental
GNM_025_rep,ref_13,"Modelling Red-Crowned Parrot (Psittaciformes: Amazona viridigenalis [Cassin, 1853]) distributions in the Rio Grande Valley of Texas using elevation and vegetation indices and their derivatives",Voltura E.V.; Tracy J.L.; Heatley J.J.; Kiacz S.; Brightsmith D.J.; Filippi A.M.; Franco J.G.; Coulson R.,PLoS ONE,18,12. Dec,-,2023,10.1371/journal.pone.0294118,"Texas Rio Grande Valley Red-crowned Parrots (Psittaciformes: Amazona viridigenalis [Cassin, 1853]) primarily occupy vegetated urban rather than natural areas. We investigated the utility of raw vegetation indices and their derivatives as well as elevation in modelling the Red- crowned parrot's general use, nest site, and roost site habitat distributions. A feature selection algorithm was employed to create and select an ensemble of fine-scale, top-ranked MaxEnt models from optimally-sized, decorrelated subsets of four to seven of 199 potential variables. Variables were ranked post hoc by frequency of appearance and mean permutation importance in top-ranked models. Our ensemble models accurately predicted the three distributions of interest (x Area Under the Curve [AUC] = 0.904-0.969). Top-ranked variables for different habitat distribution models included: (a) general use-percent cover of preferred ranges of entropy texture of Normalized Difference Vegetation Index (NDVI) values, entropy and contrast textures of NDVI, and elevation; (b) nest site-entropy textures of NDVI and Green-Blue NDVI, and percent cover of preferred range of entropy texture of NDVI values; (c) roost site-percent cover of preferred ranges of entropy texture of NDVI values, contrast texture of NDVI, and entropy texture of Green-Red Normalized Difference Index. Texas Rio Grande Valley Red- crowned Parrot presence was associated with urban areas with high heterogeneity and randomness in the distribution of vegetation and/or its characteristics (e.g., arrangement, type, structure). Maintaining existing preferred vegetation types and incorporating them into new developments should support the persistence of Red-crowned Parrots in southern Texas. © 2023 Voltura et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",1,SD,excluded,Not experimental
GNM_026_rep,ref_14,"Exploring the anti-ferroptosis mechanism of Kai-Xin-San against Alzheimer's disease through integrating network pharmacology, bioinformatics, and experimental validation strategy in vivo and in vitro",Yan C.; Yang S.; Shao S.; Zu R.; Lu H.; Chen Y.; Zhou Y.; Ying X.; Xiang S.; Zhang P.; Li Z.; Yuan Y.; Zhang Z.; Wang P.; Xie Z.; Wang W.; Ma H.; Sun Y.,Journal of Ethnopharmacology,326,,-,2024,10.1016/j.jep.2024.117915,"Ethnopharmacological relevance: Kai Xin San (KXS), first proposed by Sun Simiao during the Tang Dynasty, has been utilized to treat dementia by tonifying qi and dispersing phlegm. Aim of the study: This study aimed to elucidate the mechanism by which KXS exerts its therapeutic effects on Alzheimer's disease (AD) by targeting ferroptosis, using a combination of network pharmacology, bioinformatics, and experimental validation strategies. Materials and methods: The active target sites and the further potential mechanisms of KXS in protecting against AD were investigated through molecular docking, molecular dynamics simulation, and network pharmacology, and combined with the validation of animal experiments. Results: Computational and experimental findings provide the first indication that KXS significantly improves learning and memory defects and inhibits neuronal ferroptosis by repairing mitochondria damage and upregulating the protein expression of ferroptosis suppressor protein 1 (FSP1) in vivo APP/PS1 mice AD model. According to bioinformatics analysis, the mechanism by which KXS inhibits ferroptosis may involve SIRT1. KXS notably upregulated the mRNA and protein expression of SIRT1 in both vivo APP/PS1 mice and in vitro APP-overexpressed HT22 cells. Additionally, KXS inhibited ferroptosis induced by APP-overexpression in HT22 cells through activating the SIRT1-FSP1 signal pathway. Conclusions: Collectively, our findings suggest that KXS may inhibit neuronal ferroptosis through activating the SIRT1/FSP1 signaling pathway. This study reveals the scientific basis and underlying modern theory of replenishing qi and eliminating phlegm, which involves the inhibition of ferroptosis. Moreover, it highlights the potential application of SIRT1 or FSP1 activators in the treatment of AD and other ferroptosis-related diseases. © 2024 Elsevier B.V.",1,SD,excluded,Out of field
GNM_027_rep,ref_16,"Lucanthone Targets Lysosomes to Perturb Glioma Proliferation, Chemoresistance and Stemness, and Slows Tumor Growth In Vivo",Radin D.P.; Smith G.; Moushiaveshi V.; Wolf A.; Bases R.; Tsirka S.E.,Frontiers in Oncology,12,,-,2022,10.3389/fonc.2022.852940,"Glioblastoma is the most common and aggressive primary brain tumor in adults. Median survival time remains at 16-20 months despite multimodal treatment with surgical resection, radiation, temozolomide and tumor-treating fields therapy. After genotoxic stress glioma cells initiate cytoprotective autophagy, which contributes to treatment resistance, limiting the efficacy of these therapies and providing an avenue for glioma recurrence. Antagonism of autophagy steps has recently gained attention as it may enhance the efficacy of classical chemotherapies and newer immune-stimulating therapies. The modulation of autophagy in the clinic is limited by the low potency of common autophagy inhibitors and the inability of newer ones to cross the blood-brain barrier. Herein, we leverage lucanthone, an anti-schistosomal agent which crosses the blood-brain barrier and was recently reported to act as an autophagy inhibitor in breast cancer cells. Our studies show that lucanthone was toxic to glioma cells by inhibiting autophagy. It enhanced anti-glioma temozolomide (TMZ) efficacy at sub-cytotoxic concentrations, and suppressed the growth of stem-like glioma cells and temozolomide-resistant glioma stem cells. In vivo lucanthone slowed tumor growth: reduced numbers of Olig2+ glioma cells, normalized tumor vasculature, and reduced tumor hypoxia. We propose that lucanthone may serve to perturb a mechanism of temozolomide resistance and allow for successful treatment of TMZ-resistant glioblastoma. Copyright © 2022 Radin, Smith, Moushiaveshi, Wolf, Bases and Tsirka.",1,SD,excluded,Out of field
GNM_028_rep,ref_17,"Integrating Experiments, Simulations, and Artificial Intelligence to Accelerate the Discovery of High-Performance Green Composites",Athanasiou C.E.; Deng B.; Hassen A.A.,"AIAA SciTech Forum and Exposition, 2024",NA,,-,2024,10.2514/6.2024-0041,"The imperative for incorporating greener materials into the aerospace industry necessitates addressing significant challenges associated with the microstructural variability exhibited by recycled and sustainable feedstocks. In this study, we propose an integrated methodology that combines experimental investigations, finite element analysis, and artificial intelligence to develop sustainable composites with consistent properties. Our approach utilizes a pipeline comprising an automated mechanical tester, a finite element method simulator, and a convolutional neural network predictor to identify and optimize fabrication parameters for achieving desired mechanical characteristics in composites. By employing a nested-loop pipeline, our methodology improves sample efficiency, accuracy, and effectively bridges the gap between simulations and real-world performance. This unique methodology offers a promising avenue for facilitating the adoption of aerospace-appropriate green composites. © 2024 by Christos E. Athanasiou, Bolei Deng.",1,SD,excluded,Out of field
