paper_id,label,title,author,journal,volume,number,pages,year,doi,abstract,search_duplicated,n_duplicates,screened_abstracts,notes
GNM_379,Tinbergen196274,"Egg Shell Removal By the Black-Headed Gull, Larus Ridibundus L.; a Behaviour Component of Camouflage","Tinbergen, N. and Broekhuysen, G.J. and Feekes, F. and Houghton, J.C.W. and Kruuk, H. and Szulc, E.",Behaviour,19,01-Feb,74-116,1962,10.1163/156853961X00213,"The Black-headed Gull removes the empty egg shell shortly after the chick has hatched. The present paper describes some experiments on the function of this response, and on the stimuli eliciting it. Carrion Crows and Herring Gulls find white eggs more readily than normal gulls' eggs; it is concluded that the natural colours of the eggs afford a certain degree of cryptic protection. When normal eggs are given an egg shell at 15 cm. distance their vulnerability is greatly increased; this â€œbetrayal effectâ€� decreases rapidly with increased distance between egg and shell. We therefore conclude that egg shell removal helps to protect the brood from predators. As reported by C. BEER (1960) the Black-headed Gull removes a surprisingly wide range of objects from the nest. Large scale tests with egg shell dummies in which colour, shape, size and distance from the nest were varied showed that objects of all colours are carried but that â€œkhakiâ€� (the normal ground colour of the egg) and white are particularly stimulating, while green elicits very few responses. Egg shells elicit more responses than cylindrical rings of the same colour, and these are responded to better than â€œanglesâ€�. Size can be varied within wide limits; very large rings elicit fear which interferes with removal. Various other indications are mentioned which show that the score as obtained in the mass tests does not accurately reflect the responsiveness of the reaction itself but rather the result of its interaction with other behaviour tendencies. The eliciting effect decreases rapidly with increasing distance. On the whole, the gulls' response is very well adapted to its main function of selectively removing the empty shell, but the relatively high scores for objects which have very little resemblance to egg shells suggest that it is adapted to the removal of any object which might make the brood more conspicuous. A pilot test showed that gulls which have incubated black eggs respond better to black egg shell dummies than normal gulls. The lack of promptness of the response as compared with non-colonial waders (Ringed Plover and Oystercatcher) is adaptive, since it tends to reduce predation by other Black-headed Gulls, which are shown to prey selectively on wet chicks. A hitherto unrecognised function of territory is suggested. In a discussion of the entire anti-predator system of the Black-headed Gull its complexity and its compromise character are stressed: the safety demands of the individual clash with those of the brood; there are conflicts between the several safety devices which each benefit the brood; and there are clashes between the ideal safety measures required by each type of predator.",383,1,excluded,No green nest material
GNM_164,X.WOS.000167035100001,Bioenergetics and nutrition of Mississippi Valley population Canada geese during winter and migration,"Gates, RJ and Caithamer, DF and Moritz, WE and Tacha, TC",WILDLIFE MONOGRAPHS,NA,146,Jan-65,2001,NA,"Survival and reproduction of northern-nesting geese are potentially affected by body condition during the non-breeding season. Body condition is presumed to be determined by the quantity of food available to geese during autumn, winter, and spring migration. However, food resources likely do not limit populations that exploit agricultural systems. Other factors such as hunting, refuge management, diet quality, weather may affect survival and reproduction. We studied time-energy budgets, food intake, and body condition to determine how Canada geese (Branta canadensis interior) of the Mississippi Valley Population (MVP) acquire and utilize energy and nutrients during autumn, winter, and spring migration during 1984-1989. Abundant food and behavioral flexibility allowed MVP Canada geese to exist on a high nutritional plane. Food intake was sufficient to meet or exceed daily energy and protein requirements except during winter. High energy, low protein diets fueled deposition of large lipid reserves, and were adequate to meet protein requirements during autumn in east-central Wisconsin. Late migrant geese that spent autumn in east-central Wisconsin expended more energy (x = 583 kcal/day) yet deposited more lipid (x = 4.51 g) compared to early migrants that spent autumn in southern Illinois (x = 526 kcal/day, x = 151 g lipid) during 1984 and 1985. Both groups averaged 4.5 hr feeding/day during autumn and consumed similar quantities (dry mass) of food (x = 187-190 g/day). However, late migrants consumed a high energy (x = 3.67 kcal/g) low protein (x = 12\%) diet comprised mostly of corn (x = 81\%) during autumn in east-central Wisconsin. Early migrants consumed a lower energy (x = 2.99 kcal/g) but higher protein (24\%) diet that consisted mostly of green forages (x = 24\% dry mass) in soybeans (x = 28\%) in southern Illinois. Wintering geese consumed a high energy (x = 3.49 kcal/g) diet with intermediate protein content (x = 19\%). Corn (x = 58\%) and soybeans (x = 22\%) comprised most of dry matter intake during winter in southern Illinois when daily energy expenditure averaged 536 kcal/day. However food intake declined (x = 152 g food/ day) during winter when geese averaged 3.5 hr feeding/day. Variation in crop food energy relative to population energy requirements on 2 southern Illinois refuges did not impact body condition during 1984-1989. Nutrient reserves contributed minimally (<1-6\%) to meeting daily energy requirements, so geese left winter refuges with more lipid and similar protein masses compared to early autumn. Geese exhibited a wide range of behavioral adaptation to spatial and temporal variation in food resources and nutritional requirements. Late migrants entered winter with larger energy reserves than early migrants during 1984-1989. Although early and late migrants were sympatric in southern Illinois during winter, they converged to similar levels of body condition by the end of winter during 1986-1989. Late migrants apparently used stored energy to reduce food intake, possibly to minimize mortality during winter. Early migrants apparently minimized exposure to hunting by feeding almost entirely within refuges during autumn. With smaller energy reserves, early migrants maintained higher levels of energy intake to maintain body condition after autumn, possibly increasing mortality risk during winter. We expected more similar trends in body condition between early and late migrant Canada geese, and more consistent losses of nutrient reserves each year if winter weight declines were driven by an endogenous physiological rhythm. We see no reason to invoke an endogenously driven physiological mechanism to explain winter weight losses in MVP Canada geese. Without controlled metabolic experiments, we prefer the simpler and more plausible explanation that winter weight declines result from facultative adjustments of feeding behavior to weather conditions, food availability, and pre-winter nutrient reserves. Overwinter survival should be enhanced by an energetic strategy that balances potential benefits and risks of feeding in relation to the size of remaining nutrient reserves. Decline of the early migrant tradition during the 1990's suggests that the energetic strategy of late migrants is more suited to recent harvest and refuge management regimes. Adults deposited 73\% (females) and 28\% (males) of their spring protein reserves while migrating between southern Illinois and east-central Wisconsin. Spring lipid reserves were acquired mostly (84\% in females, 92\% in males) during a 4-5 week staging period in east-central Wisconsin. Juveniles deposited 41-51\% of lipid reserves and 80-91\% of protein between southern Illinois and east-central Wisconsin. Feeding time (x = 5.8 hr/day), and food intake (x = 263 g/day) increased during spring-staging when lipid reserves more than doubled. Spring-staging geese consumed a moderate energy (x = 3.25 kcal/g) low protein (x = 13\%) diet that was more evenly composed of corn (x = 50\%), wild seeds and rootstocks (x = 21\%), and green forages (x = 27\%) compared to autumn and winter. Deposition of nutrient reserves was neither time- nor resource-limited during spring migration. Thus, food resources likely did not limit reproduction of MVP Canada geese under the conditions we observed during 1984-1989. Shallow wetland and moist soil habitats can be enhanced on southern Illinois refuges to benefit a wider diversity of wetland-dependent species and provide nutritional resources for geese without compromising energy available to support wintering populations. However, geese still need an abundant source of energy during autumn and winter, particularly when foraging opportunities are restricted by inclement weather or hunting. Food restriction on winter refuges during long and late-closing hunting seasons in the 1990's may have contributed to long-term changes in autumn migration patterns and wintering traditions in southern Illinois. Forage and non-crop foods are essential sources of protein and other nutrients during all seasons. but are especially important during spring migration. Shallow wetlands and lowland pastures on private lands in central Illinois and east-central Wisconsin are critical sources of non-crop foods that provide essential nutrients that geese use to complete the nesting cycle. Thus, reproduction could be impaired in the future if changing land use and farming practices reduce availability of moist soil and lowland pasture habitats.",164,1,excluded,No green nest material
GNM_318,Lorch2002193,Efficacy of permanent and retrievable vena cava filters: Experimental studies and evaluation of a new device,"Lorch, H. and Dallmann, A. and Zwaan, M. and Weiss, H.-D.",CardioVascular and Interventional Radiology,25,3,193-199,2002,10.1007/s00270-001-0044-4,"Purpose: To evaluate the efficacy of vena cava filters and to compare them with the new TrapEase filter. Methods: Thrombus capture rates of 10 permanent and retrievable vena cava filters were tested in vitro in vertical and horizontal positions with thrombus diameters of 3 and 5 mm (length 30 mm) and tube diameters of 21 and 28 mm. Testing included the new TrapEase filter. Results were compared statistically using Fisher's exact test (capture rates) and the Kruskal-Wallis test (construction). Results: Best-ranked filters were the Bird's Nest, the TrapEase and the Simon Nitinol filters. The Tempofilter, the Greenfield and the Keeper filter performed worst. Thrombus capture rates were significantly higher in the vertical position and also higher for large thrombi and in the small cava diameter. Conical filters performed worse than filters with two or more filtration levels. Conclusion: Filters with two or more filtration levels show the highest filtration efficiency in vitro and can be recommended, especially for the critically ill who will probably not tolerate even small emboli. The TrapEase filter is a promising device and should be evaluated clinically.",321,1,excluded,Out of field
GNM_115,X.WOS.000281062500002,Avian eggshell coloration: new perspectives on adaptive explanations,"Cherry, Michael I. and Gosler, Andrew G.",BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,100,4,753-762,2010,10.1111/j.1095-8312.2010.01457.x,"Recent work suggests that the evolution of egg coloration may have been constrained in three important ways that have not yet been critically synthesized in any review. First, on account of birds being able to see in the ultraviolet spectrum, the interaction between the properties of avian vision and the light environment of nests imply different perceptions of egg coloration from those experienced by humans. Second, a new hypothesis to explain blue green egg coloration interprets it as a sexually selected signal to males of the laying female's genetic quality. Third, evidence from taxa as divergent as sparrowhawks and great tits indicates that protoporphyrin pigments responsible for maculation (spotting patterns) have a structural function in compensating for eggshell thinning, as caused by calcium stress, and, more recently, dichlorodiphenyltrichloroethane. We consider this to be the most convincing explanation for the primary function of spotting, although an important secondary function might arise through the fact that individual patterns of maculation may allow birds to identify their own eggs, effectively serving as signatures in the face of inter- or intra-specific brood parasitism. These constraints or hypotheses are not mutually exclusive, and should not be taken to imply that one, but not other, agents of selection might apply to any one species. However, the sexually-selected eggshell coloration hypothesis is least plausible for hole-nesting birds because of the poor light quality available, although such species have been the focus of research in this area, and only a single experimental study has shown a link between egg coloration and male provisioning. Furthermore, the observed relationships between female phenotypic quality and egg traits do not necessarily imply that they have signalling functions. (C) 2010 The Linnean Society of London, Biological Journal of the Linnean Society, 2010, 100, 753-762.",115,2,excluded,Not empirical
GNM_160,Hays20014093,"The diving behaviour of green turtles undertaking oceanic migration to and from Ascension Island: Dive durations, dive profiles and depth distribution","Hays, G.C. and Ã…kesson, S. and Broderick, A.C. and Glen, F. and Godley, B.J. and Luschi, P. and Martin, C. and Metcalfe, J.D. and Papi, F.",Journal of Experimental Biology,204,23,4093-4098,2001,NA,"Satellite telemetry was used to record the submergence duration of green turtles (Chelonia mydas) as they migrated from Ascension Island to Brazil (N=12 individuals) while time/depth recorders (TDRs) were used to examine the depth distribution and dive profiles of individuals returning to Ascension Island to nest after experimental displacement (N=5 individuals). Satellite telemetry revealed that most submergences were short (<5min) but that some submergences were longer (>20min), particularly at night. TDRs revealed that much of the time was spent conducting short (2-4 min), shallow (approximately 0.9-1.5m) dives, consistent with predictions for optimisation of near-surface travelling, while long (typically 20-30 min), deep (typically 10-20 m) dives had a distinctive profile found in other marine reptiles. These results suggest that green turtles crossing the Atlantic do not behave invariantly, but instead alternate between periods of travelling just beneath the surface and diving deeper. These deep dives may have evolved to reduce silhouetting against the surface, which would make turtles more susceptible to visual predators such as large sharks.",160,2,excluded,No birds
GNM_133,X.WOS.000247337300001,Modeling of critical lines and regions for binary and ternary mixtures using non-cubic and cubic equations of state,"Arce, Pedro and Aznar, Martin",JOURNAL OF SUPERCRITICAL FLUIDS,42,1,Jan-26,2007,10.1016/j.supflu.2007.02.001,"In this work, two non-cubic equations of state, Perturbed Chain Statistical Association Fluid Theory (PC-SAFT) and Simplified Perturbed Hard Chain Theory (SPHCT) were used to predict critical lines and regions for several binary and ternary systems, by fitting one binary interaction parameter (K-ij) for each binary system. Results were compared with experimental critical data, which included inorganic gases, hydrocarbons (light and heavy paraffins, non-saturated olefins and aromatics), alcohols, carbon monoxide and carbon dioxide. These experimental data covered wide ranges of temperatures and pressures which are commonly used in industry. For comparison, the data were also modeled using two cubic equations of state: the well-known Peng-Robinson equation (PR) and the Patel-Teja-Valderrama equation (PTV). PC-SAFIF and SPHCT pure-component parameters were obtained by regression, adjusting pure-component data such as vapor pressure and saturated liquid molar volume (taken from DIPPR 1.2.0). Excellent results were obtained with the PC-SAFT EoS, while the SPHCT, PR and PTV EoS did not have a good performance. The Heidemann and Khalil algorithm, with two nested single-variable iteration loops (an internal loop for volume and an external loop for temperature), was used for locating a single liquid-liquid or vapor-liquid critical point. (c) 2007 Elsevier B.V. All rights reserved.",133,2,excluded,Out of field
GNM_353,Kubiak1989706,"Microcontaminants and reproductive impairment of the Forster's tern on Green Bay, Lake Michigan-1983","Kubiak, T.J. and Harris, H.J. and Smith, L.M. and Schwartz, T.R. and Stalling, D.L. and Trick, J.A. and Sileo, L. and Docherty, D.E. and Erdman, T.C.",Archives of Environmental Contamination and Toxicology,18,5,706-727,1989,10.1007/BF01225009,"For the 1983 nesting season, Forster's tern (Sterna forsteri) reproductive success was significantly impaired on organochlorine contaminated Green Bay, Lake Michigan compared to a relatively uncontaminated inland location at Lake Poygan, Wisconsin. Compared with tern eggs from Lake Poygan, eggs from Green Bay had significantly higher median concentrations of 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD), other polychlorinated dibenzo-p-dioxins (PCDDs), total polychlorinated biphenyls (PCBs), total (three congeners) non-ortho, ortho' PCBs, five individual PCB congeners known to induce aryl hydrocarbon hydroxylase (AHH) and several other organochlorine contaminants. Conversions of analytical concentrations of TCDD and PCB congeners based on relative AHH induction potencies allowed for estimation of total 2,3,7,8-TCDD equivalents. Two PCB congeners, 2,3,3â€²,4,4â€²- and 3,3â€²,4,4â€²,5-pentachlorobiphenyl (PeCB) accounted for more than 90% of the median estimated TCDD equivalents at both Green Bay and Lake Poygan. The median estimated TCDD equivalents were almost 11-fold higher in tern eggs from Green Bay than in eggs from Lake Poygan (2175 and 201 pg/g). The hatching success of Green Bay sibling eggs from nests where eggs were collected for contaminant analyses was 75% lower at Green Bay than at Lake Poygan. Hatchability of eggs taken from other nests and artificially incubated was about 50% lower for Green Bay than for Lake Poygan. Among hatchlings from laboratory incubation, those from Green Bay weighed approximately 20% less and had a mean liver weight to body weight ratio 26% greater than those from Lake Poygan. In both field and laboratory, mean minimum incubation periods were significantly longer for eggs from Green Bay compared to Lake Poygan (8.25 and 4.58 days, respectively). Mean minimum incubation time for Green Bay eggs in the field was 4.37 days longer than in the laboratory. Hatchability was greatly improved when Green Bay eggs were incubated by Lake Poygan adults in an egg-exchange experiment, but was sharply decreased in Lake Poygan eggs incubated in Green Bay nests. Nest abandonment and egg disappearance were substantial at Green Bay but nil at Lake Poygan. Thus, not only factors intrinsic to the egg, but also extrinsic factors (parental attentiveness), impaired reproductive outcome at Green Bay. The epidemiological evidence from this study strongly suggested that contaminants were a causal factor. AHH-active PCB congeners (intrinsic effects) and PCBs in general (extrinsic effects) appeared to be the only contaminants at the concentrations measured in eggs, capable of producing the effects that were observed at Green Bay. Â© 1989 Springer-Verlag.",357,1,excluded,No green nest material
GNM_120,Mart.U.00C3..U.00AD.n.Vivaldi2010123,Antimicrobial chemicals in hoopoe preen secretions are produced by symbiotic bacteria,"MartÃ­n-Vivaldi, M. and PeÃ±a, A. and Peralta-SÃ¡nchez, J.M. and SÃ¡nchez, L. and Ananou, S. and Ruiz-RodrÃ­guez, M. and Soler, J.J.",Proceedings of the Royal Society B: Biological Sciences,277,1678,123-130,2010,10.1098/rspb.2009.1377,"Animals frequently use metabolites produced by symbiotic bacteria as agents against pathogens and parasites. Secretions from the preen gland of birds are used for this purpose, although its chemicals apparently are produced by the birds themselves. European hoopoes Upupa epops and green woodhoopoes Phoeniculus purpureus harbour symbiotic bacteria in the uropygial gland that might be partly responsible for the chemical composition of secretions. Here we investigate the antimicrobial activity of the volatile fraction of chemicals in hoopoe preen secretions, and, by means of experimental antibiotic injections, test whether symbiotic bacteria living within the uropygial gland are responsible for their production. Hoopoes produce two different kinds of secretions that differ drastically in their chemical composition. While the malodorous dark secretions produced by nestlings included a complex mix of volatiles, these chemicals did not appear in white secretions produced by non-nesting birds. All volatiles detected showed strong antibacterial activity, and a mixture of the chemicals at the concentrations measured in nestling glands inhibited the growth of all bacterial strains assayed. We found support for the hypothesized role of bacteria in the production of such antimicrobial chemicals because experimental clearance of bacteria from glands of nestlings with antibiotics resulted in secretions without most of the volatiles detected in control individuals. Thus, the presence of symbiotic bacteria in the uropygial gland provides hoopoes with potent antimicrobials for topical use. Â© 2009 The Royal Society.",120,2,excluded,No green nest material
GNM_072,X.WOS.000393635700006,Nest site preferences of the Woodlark (Lullula arborea) and its association with artificial nest predation,"Buehler, Roman and Bosco, Laura and Arlettaz, Raphael and Jacot, Alain",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,78,NA,41-46,2017,10.1016/j.actao.2016.12.004,"The Woodlark is an insectivorous bird, which is listed as a priority species in Switzerland. In Valais, a stronghold of this species in the country, the birds breed in intensively managed vineyards and show a preference for parcels with ground vegetation during territory establishment. As a ground-breeder, the species is highly vulnerable to nest predation by avian and mammal predators. The aims of our study were firstly to investigate nest site preferences of the woodlark within vineyards and secondly to compare the predation risk of artificial nests dependent of ground vegetation structure. Our results point out that the Woodlark prefers patches of tall and dense ground cover within vegetated vineyard parcels and avoids parcels that have been treated with herbicides. In a follow-up experiment we conducted a study comparing the predation rate of artificial nests between bare parcels (<20\% vegetated area) and vegetated parcels (>40\% vegetated area). Artificial nests equipped with one quail egg were distributed pairwise between two adjacent parcels that fulfilled the upper criteria and were monitored by trail cameras during 10-12 days. Predation rate was generally low (4 predation events) and only occurred in bare parcels. These data indicate that conspicuousness of avian nests may be decreased in vegetated parcels and that the amount of vegetation can lower the predation risk on ground breeding birds another indication for the importance of ground vegetation for a successful conservation of the endangered Woodlark in Swiss vineyards. (C) 2016 Elsevier Masson SAS. All rights reserved.",72,2,excluded,No green nest material
GNM_246,Bro2015315,Quantification of potential exposure of gray partridge (Perdix perdix) to pesticide active substances in farmlands,"Bro, E. and Millot, F. and Decors, A. and Devillers, J.",Science of the Total Environment,521-522,NA,315-325,2015,10.1016/j.scitotenv.2015.03.073,"Estimating exposure of wild birds to plant protection products is of key importance in the risk assessment process evaluating their harmful potential.In this paper, we propose an ecologically-relevant methodology to estimate potential exposure to active substances (ASs) of a farmland focal bird, the gray partridge Perdix perdix. It is based on bird habitat use of fields at the time of pesticide applications. It accounts for spatio-temporal heterogeneity at population and landscape scales.We identify and quantify the potential exposure to 179 ASs of 140 clutches during pre-laying, laying, and incubation phases, and of 75 coveys. The data come from a large scale field study combining radiotelemetry and a farmer survey. They were collected in 12 different representative sites.The proportion of clutches potentially exposed to a given chemical was â‰¥5% for 32 ASs; prothioconazole and epoxiconazole ranking first. 71% of clutches were potentially exposed to â‰¥1 AS and 67% to â‰¥2 ASs. Mixtures involved 2 to 22 ASs. They emerged from commercial formulations, tank mixtures, bird habitat use, and combinations. ASs were fungicides (53%), herbicides (25%), and insecticides (16%) used on a variety of crops in April-June, when ground-nesting birds are breeding. The European Food Safety Authority conclusions report a long-term first-tier toxicity-to-exposure ratio (TERlt) &lt;5 for 11 out of 19 documented ASs, and higher-tier TERlt &lt;5 for 5 out of 10 ASs. This suggests a potential risk for bird reproduction in farmlands.Globally 13% of coveys were potentially exposed to 18 ASs during the first month (1-4 coveys per AS).The use of our field data in future research and risk assessment is discussed. Â© 2015.",241,1,excluded,No green nest material
GNM_367,Slagsvold1985321,"Variation in plumage colour of the Great tit Parus major in relation to habitat, season and food","Slagsvold, T. and Lifjeld, J.T.",Journal of Zoology,206,3,321-328,1985,10.1111/j.1469-7998.1985.tb05661.x,"The plumage colour of nestling and adult Great tits Parus major major L. was studied at Trondheim (63 Â°N, 10 Â°E), Norway. Nestlings reared in deciduous woodland were yellower than those reared in coniferous woodland, those reared in 1983 were yellower than those in 1982, and the later in the breeding season they were reared the more yellow they were. Furthermore, adults were yellower than nestlings, and for both groups the males were yellower than the females. Experimental interchange of eggs between nests showed that the variation in plumage colour observed between broods was related primarily to the food and not to genetic differences. Sampling, by the neckâ€�collar method, of the food brought by the parent birds showed that the yellower nestlings received a greater proportion of lepidopteran larvae, in particular greenishâ€�coloured ones, than did the nestlings with a paler plumage. A speculation is whether or not the variation in plumage colour has some adaptive value (viz. background matching). In avian systematics, plumage coloration has been used to distinguish and describe subspecies. The present study shows that such a classification should only be made with certain reservations, until possible variation in the food quality of the subspecies is known to have no influence on plumage coloration. 1985 The Zoological Society of London",371,1,excluded,No green nest material
GNM_058,Ba.U.00C5..U.201E.bura2020139,Blue Tits Cyanistes caeruleus Laying Smaller Eggs after a Decline in Snail Numbers: An Indirect Effect of Slug Control in a City Park,"BaÅ„bura, J. and Sulikowska-Drozd, A. and BaÅ„bura, M. and ZieliÅ„ski, P. and KaliÅ„ski, A. and Wawrzyniak, J. and Gladalski, M. and Skwarska, J. and Markowski, M.",Acta Ornithologica,54,2,139-148,2020,10.3161/00016454AO2019.54.2.001,"Egg size is a basic species-specific life-history trait in birds which influences offspring performance through the nestling stage and, therefore, fitness. Shells of snails are the principal source of calcium for female parids and some other passerines during egg formation. Shortages in the availability of snail shells may lead to laying smaller eggs with thinner shells. In urban green spaces that require protection against pests, the numbers of snails may become greatly reduced in response to molluscicide treatments. The use of a molluscicide treatment against pest slugs in the Botanic Garden, LÃ³dz, Poland, in 2013 and 2014 provided a unique quasi-experimental setting to study the effect of molluscicide on both non-target snails and Blue Tit Cyanistes caeruleus eggs. Using a forest study site where no treatment was applied as a control area, we tested for effects of the molluscicide treatment in the Botanic Garden on the density of snails and on the egg volume of Blue Tits. We found that after the molluscicide treatment a dramatic drop in snail numbers occurred, which likely restricted the availability of snail shells for egg laying Blue Tits in the Botanic Garden. Correspondingly, egg sizes significantly decreased in the Garden, while they stayed constant over time in the forest. Eggs in bigger clutches were more strongly affected by the molluscicide treatment than eggs in smaller clutches. Our quasi-experimental study suggests that Blue Tits are sensitive to poor availability of snail shells. This is manifested by laying smaller eggs, which require less calcium to be incorporated in the eggshell, in response to a dramatic drop in the availability of snail shells. This result is expected to raise awareness of potential indirect and inadvertent effects of park pest management on biota other than molluscan pests. Â© Polish Academy of Sciences. All rights reserved.",203,2,excluded,No green nest material
GNM_355,Clark1988174,Effect of biologically active plants used as netst material and the derived benefit to starling nestlings,"Clark, L. and Russell Mason, J.",Oecologia,77,2,174-180,1988,10.1007/BF00379183,"The European starling Sturnus vulgaris preferentially incorporates fresh sprigs of particular plant species for use as nesting material. Chemicals found in these plants may act to reduce pathogen and ectoparasite populations normally found in nest environments. The present experiments were performed to test this Nest Protection Hypothesis. In the fild, we experimentally determined that wild carrot Daucus carota, a plant species preferred as nest material, effectively reduced the number of hematophagous mites found within nests relative to control nests without green vegetation. Chicks from nests containing wild carrot had higher levels of blood hemoglobin than chicks from control nests. However, there were no differences in weight or feather development. In the laboratory, we found that wild carrot and fleabane, Erigeron philadelphicus, (also preferred by starlings as nest material) substantially reduced the emergence of feeding instars of mites, while garlic mustard, Alliaria officinalis, (commonly available but not preferred) had little effect on the emergence of mites. We infer that preferred plant material may act to inhibit feeding or otherwise delay reproduction of mites, thereby reducing risk of anemia to developing nestlings. Â© 1988 Springer-Verlag.",359,1,selected,
GNM_321,Labeyrie2001317,Protection of Passiflora glandulosa (Passifloraceae) against herbivory: Impact of ants exploiting extrafloral nectaries,"Labeyrie, E. and Pascal, L. and Delabie, J. and Orivel, J. and Dejean, A. and Hossaert-McKey, M.",Sociobiology,38,3:00 AM,317-321,2001,NA,"In French Guiana we studied the protective role of four ant species on Passiflora glandulosa (Passifioraceae), a liana bearing extrafloral nectaries. By ant exclusion experiments, using birdlime, we showed that stems from which ants were excluded were significantly more attacked by phytophagous insects than control stems visited by ants. Among the ant species that protected P. glandulosa, Camponotus blandus and Ca. melanoticus are ground-nesting, arboreal-foraging species that share territories, one species being diurnal, the other nocturnal. These ants visit and protect plants whose shoot tips are located on or near the ground, i.e., plants creeping on the ground and/or young individuals. The two other species of ants observed on P. glandulosa in the site, Ca. femoratus and Crematogaster limata parabiotica, are typical arboreal ants that can protect large plants climbing on trees. We conclude that it is advantageous for a liana to be able to establish associations with a range of different ant species providing continuous defense of shoot tips as they grow toward the canopy.",324,1,excluded,Not birds
GNM_153,X.WOS.000185305800002,Female presence affects male behavior and testosterone levels in the European starling (Sturnus vulgaris),"Pinxten, R and de Ridder, E and Eens, M",HORMONES AND BEHAVIOR,44,2,103-109,2003,10.1016/S0018-506X(03)00120-X,"In this study, we confronted individually housed male European starlings (Sturnus vulgaris) with a female conspecific for 60 min to study the consequences on behavior and plasma testosterone (T) concentrations. Control males experienced a similar procedure, the only difference being that they were tested in the absence of a female. Female presence significantly affected both behavior and plasma T levels of male starlings. Experimental males spent significantly more time singing in the nest box and flew significantly more into the nest box with green nesting material during female presentations than during control periods. Control males never showed these mate attraction behaviors. In total 5 of the 16 experimental males did not respond behaviorally to the female stimulus bird (NR males). In contrast to T levels of control males, plasma T concentrations of both experimental males that did respond to the female (R males) and of NR males (which only perceived the female stimulus) were positively influenced by female presentation. The time spent singing in the nest box by experimental males (R and NR males combined) during female presence tended to be positively correlated with changes in plasma T levels. Finally, before introduction of a female, plasma T levels of R males were significantly higher than those of NR males indicating that individually housed males respond to the presence of a female conspecific by increasing their mate attraction behaviors only when a threshold plasma T concentration has been reached. (C) 2003 Elsevier Inc. All rights reserved.",153,2,selected,
GNM_144,Gorman2005413,Incubation effort in relation to male attractiveness in zebra finches Taeniopygia guttata,"Gorman, H.E. and Arnold, K.E. and Nager, R.G.",Journal of Avian Biology,36,5,413-420,2005,10.1111/j.2005.0908-8857.03464.x,"The division of labour in parental care between the two sexes varies between and within species. In birds, parents have been shown to invest more into egg production and nestling care when paired with an attractive rather than an unattractive mate, as predicted by the differential allocation hypothesis. Here we investigate variation in the female's and male's share of incubation behaviour, a vital, and costly, period of parental care during which the embryo is vulnerable to perturbations in developmental conditions. We manipulated the attractiveness of male zebra finches Taeniopygia guttata, using red or green leg-rings. To simulate their natural social environment we allowed them to breed in outdoor aviaries. All males within an aviary were given the same coloured ring to avoid ring-colour related assortative mating. Males within a colony, however, were still expected to show some variation in attractiveness with the earliest laying females possibly pairing with the most attractive males. Indeed we found that both factors played a role in explaining female incubation effort. Among females mated to red ringed males, earlier laying females contributed significantly more to incubation than late laying females, but no such pattern was found in females mated to green ringed males. Overall, there were no differences in the level of incubation provided by both parents between treatment groups, suggesting some compensation within the pair. Hatching success was correlated with a pair's total incubation effort. These results suggest that variation in the division of parental care between the sexes is in agreement with both increased effort of females mated with attractive males, and females compensating for the reduced effort of attractive males seeking further mating opportunities. These two factors can act at the same time in natural populations and both should be considered when explaining variation in division of labour between the sexes. Â© Journal of Avian Biology.",144,2,excluded,No green nest material
GNM_313,Walczak2004244,Do Hematopoietic Cells Exposed to a Neurogenic Environment Mimic Properties of Endogenous Neural Precursors?,"Walczak, P. and Chen, N. and Hudson, J.E. and Willing, A.E. and Garbuzova-Davis, S.N. and Song, S. and Sanberg, P.R. and Sanchez-Ramos, J. and Bickford, P.C. and Zigova, T.",Journal of Neuroscience Research,76,2,244-254,2004,10.1002/jnr.20042,"Hematopoietic progenitors are cells, which under challenging experimental conditions can develop unusual phenotypic properties, rather distant from their original mesodermal origin. As previously reported, cells derived from human umbilical cord blood (HUCB) or human bone marrow (BM) under certain in vivo or in vitro conditions can manifest neural features that resemble features of neural-derived cells, immunocytochemically and in some instances also morphologically. The present study explored how hematopoietic-derived cells would respond to neurogenic signals from the subventricular zone (SVZ) of adult and aged (6 and 16 months old) rats. The mononuclear fraction of HUCB cells was transplanted into the SVZ of immunosuppressed (single cyclosporin or three-drug treatment) animals. The triple-suppression paradigm allowed us to protect transplanted human cells within the brain and to explore further their phenotypic and migratory properties. One week after implantation, many surviving HUCB cells were located within the SVZ and the vertical limb of the rostral migratory stream (RMS). The migration of HUCB cells was restricted exclusively to the pathway leading to the olfactory bulb. In younger animals, grafted cells navigated almost halfway through the vertical limb, whereas, in the older animals, the migration was less pronounced. The overall cell survival was greater in younger animals than in older ones. Immunocytochemistry for surface CD antigen expression showed that many HUCB cells, either cultured or within the brain parenchyma, retained their hematopoietic identity. A few cells, identified by using human-specific antibodies (anti-human nuclei, or mitochondria) expressed nestin and doublecortin, markers of endogenous neural progenitors. Therefore, it is believed that the environment of the neurogenic SVZ, even in aged animals, was able to support survival, "" neuralization,"" and migratory features of HUCB-derived cells. Â© 2004 Wiley-Liss, Inc.",316,1,excluded,No birds
