"","paper_ID","fulltext_screening","fulltext_notes","variable_note","authors","year_publication","population_location","Observation_ID","experiment_ID","experiment_ID_coded","group_ID","group_ID_coded","repeated_trait_ID","repeated_trait_ID_coded","bird_species","treatment_plant_species","control_plant_species","comparision_type","CH","PCH","Hypothesis","measure_central_tendency_experiment","type_measure_central_tendency_experiment","measure_dispersion_experiment","sd_experiment","type_measure_dispersion_experiment","n_experiment","effective_n_experiment","measure_central_tendency_control","type_measure_central_tendency_control","measure_dispersion_control","sd_control","type_measure_dispersion_control","n_control","effective_n_control","fitness_proxy","trait_type","proxy_decision","proxy_comment","proxies_sign","statistics_type","test_statistics_type","statistics_value","p_value","sign_relationship","total_sample_size","DF","data_location","parasite_type","time_of_gnm_addition","extractor_ID","extractor_comments","data_checker_ID","data_checker_comments","blinding","random_assignment","missing_data","shared_experiment","shared_control","fitness_proxy_cleaned","population_ID","count","geary_control","geary_trt","geary_test","lnRR","lnRR_variance","lnRR_sign","SMDH","SMDH_variance","SMDH_sign"
"11","GNM_024","included",NA,"mean and variance","Lopez-Rull I.; Gil D.",2009,"Soto del Real, Madrid, Spain","24",1,"GNM_024_1",1,"GNM_024_1",3,"GNM_024_3","Sturnus unicolor","Lavandula stoechas, Santolina rosmarinifolia, Geranium robertinum, Lamium purpureum","blank","2",1,1,"both",3.78,"mean",0.04,0.04,"SD",16,16,3.79,"mean",0.03,0.03,"SD",19,19,"egg size (mm3)","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Last paragraph of the section ""Results-  Female quality, condition and testosterone levels"".",NA,"b","JMGS","*notice that the type of dispersion measure was not reported in the text*","SD","I am more likely to say they are reporting SD here as well like the figures since the text reporting matches the figure for the few cases it is there.","n","y","n",1,1,"egg_size","Madrid Province, Spain",72,543.522619782448,372.184615384615,"pass",-0.0026420094628387,1.02963792684649e-05,-0.0026420094628387,-0.279942984641026,0.116251122870936,-0.279942984641026
"12","GNM_137","included",NA,"mean and variance","Shutler D.; Campbell A. A.",2007,"Nova Scotia and New Brunswick, Canada (between 45.40N and 46.0N, and 64.10E and 64.30E)","27",1,"GNM_137_1",1,"GNM_137_1",1,"GNM_137_1","Tachycineta bicolor","Achillea millefolium","blank","2",0,1,"PCH",6,"mean",0.9,0.9,"SD",44,44,5.5,"mean",1,1,"SD",23,23,"Clutch size","Reproduction","include","We categorize all the proxies coming from Tachycineta bicolor as belonging to parental care hypothesis. Since the bird does not show this behaviour in the wild, we think it is likely that courtship hypothesis is not at play. However, we will run a sensitivity analysis for this with only proxies such as blowflies and fleas number to ensure robustness of our results.",1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"a","JMGS","***I did not include the means reported in table 1 that came from a PCA (i.e. Size and Leukocytes) *** Should we also add nest initiation date as a proxy of fitness (marked in orange), I think not because the direction of this relationship won't be necessarily clear","SD","I would give no nest reuse since authors state that they clear the nest before the experiment started in 2000. Authors also clearly state that the green nest material was added after egg laying began. Here neither male nor females add GNM in nature. How do we use Clutch size as a proxy for courtship hypothesis in this case?","n","y","n",1,1,"clutch_size","Nova Scotia and New Brunswick, Canada",72,26.0934489332929,43.9718239625273,"pass",0.0870113769896297,0.00194866151634926,0.0870113769896297,0.52853623839258,0.0682902392333617,0.52853623839258
"13","GNM_137","included",NA,"mean and variance","Shutler D.; Campbell A. A.",2007,"Nova Scotia and New Brunswick, Canada (between 45.40N and 46.0N, and 64.10E and 64.30E)","28",1,"GNM_137_1",1,"GNM_137_1",2,"GNM_137_2","Tachycineta bicolor","Achillea millefolium","blank","2",0,1,"PCH",5.3,"mean",1.4,1.4,"SD",44,44,5.1,"mean",1.1,1.1,"SD",23,23,"number of nestlings","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"a","JMGS","***I did not include the means reported in table 1 that came from a PCA (i.e. Size and Leukocytes) ***","SD","Here neither male nor females add GNM in nature. How do we use number of nestlings as a proxy for courtship hypothesis in this case?","n","y","n",1,1,"number_of_nestling","Nova Scotia and New Brunswick, Canada",72,21.996130505751,24.969714321578,"pass",0.0384662808277961,0.00360844527387163,0.0384662808277961,0.151341423916709,0.0663764606609658,0.151341423916709
"14","GNM_137","included",NA,"mean and variance","Shutler D.; Campbell A. A.",2007,"Nova Scotia and New Brunswick, Canada (between 45.40N and 46.0N, and 64.10E and 64.30E)","29",1,"GNM_137_1",1,"GNM_137_1",3,"GNM_137_3","Tachycineta bicolor","Achillea millefolium","blank","2",0,1,"PCH",5,"mean",1.8,1.8,"SD",44,44,5.1,"mean",1.1,1.1,"SD",23,23,"number of fledged","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"a","JMGS","***I did not include the means reported in table 1 that came from a PCA (i.e. Size and Leukocytes) ***","SD",NA,"n","y","n",1,1,"number_of_fledgling","Nova Scotia and New Brunswick, Canada",72,21.996130505751,18.3215933177197,"pass",-0.0198026272961796,0.00496808798075535,-0.0198026272961796,-0.0618611586914649,0.0662340918278428,-0.0618611586914649
"15","GNM_137","included",NA,"mean and variance","Shutler D.; Campbell A. A.",2007,"Nova Scotia and New Brunswick, Canada (between 45.40N and 46.0N, and 64.10E and 64.30E)","30",1,"GNM_137_1",1,"GNM_137_1",4,"GNM_137_4","Tachycineta bicolor","Achillea millefolium","blank","2",0,1,"PCH",23.5,"mean",1.3,1.3,"SD",44,44,23.8,"mean",1.2,1.2,"SD",23,23,"nestlings mass (g)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"a","JMGS","***I did not include the means reported in table 1 that came from a PCA (i.e. Size and Leukocytes) ***","SD",NA,"n","y","n",1,1,"nestling_mass","Nova Scotia and New Brunswick, Canada",65,94.0945582746015,119.231291898391,"pass",-0.0126851595273158,0.00018008033281256,-0.0126851595273158,-0.234028431116179,0.066614259765276,-0.234028431116179
"16","GNM_137","included",NA,"mean and variance","Shutler D.; Campbell A. A.",2007,"Nova Scotia and New Brunswick, Canada (between 45.40N and 46.0N, and 64.10E and 64.30E)","31",1,"GNM_137_1",1,"GNM_137_1",5,"GNM_137_5","Tachycineta bicolor","Achillea millefolium","blank","2",0,1,"PCH",3.3,"mean",5,5,"SD",44,44,2.5,"mean",3.9,3.9,"SD",23,23,"Blowfly pupae","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1","Arthropod","a","JMGS","***I did not include the means reported in table 1 that came from a PCA (i.e. Size and Leukocytes) ***","SD",NA,"n","y","n",1,1,"blowflies_number","Nova Scotia and New Brunswick, Canada",90,3.0411945143698,4.35321057229021,"pass",0.277631736598279,0.157983334603672,-0.277631736598279,0.169797993420381,0.0664206929891483,-0.169797993420381
"17","GNM_137","included",NA,"mean and variance","Shutler D.; Campbell A. A.",2007,"Nova Scotia and New Brunswick, Canada (between 45.40N and 46.0N, and 64.10E and 64.30E)","32",1,"GNM_137_1",1,"GNM_137_1",6,"GNM_137_6","Tachycineta bicolor","Achillea millefolium","blank","2",0,1,"PCH",418.8,"mean",220.8,220.8,"SD",44,44,773,"mean",422.8,422.8,"SD",23,23,"Fleas per nest","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"table 1","Arthropod","a","JMGS","***I did not include the means reported in table 1 that came from a PCA (i.e. Size and Leukocytes) ***","SD",NA,"n","y","n",1,1,"fleas_number","Nova Scotia and New Brunswick, Canada",90,8.67387805342538,12.5104618719473,"pass",-0.61288556959104,0.0193244884289622,0.61288556959104,-1.14952025139745,0.0760667038085757,1.14952025139745
"18","GNM_152","included",NA,"mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","34",1,"GNM_152_1",1,"GNM_152_1",1,"GNM_152_1","Sturnus vulgaris","Birds add green material+Extra from author","Birds add green material",NA,1,1,"both",5,"mean",0.37,1.1700427342623,"SE",10,5,5.6,"mean",0.15,0.49749371855331,"SE",11,5.5,"Clutch size","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD","I consider the extra addition of green nest material vs. normally added by birds as the control since the larger the amount of GNM, larger could be the effect and consider this as comparision type 4","n","y","y",2,2,"clutch_size","Vosbergen, Netherlands",72,36.5037037037037,13.18391562294,"pass",-0.113328685307003,0.0123869489795918,-0.113328685307003,-0.619174344792931,0.400074223211027,-0.619174344792931
"19","GNM_152","included",NA,"mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","35",1,"GNM_152_1",1,"GNM_152_1",2,"GNM_152_2","Sturnus vulgaris","Birds add green material","blank","2",1,1,"both",5.6,"mean",0.15,0.49749371855331,"SE",11,5.5,5.5,"mean",0.29,0.58,"SE",4,2,"Clutch size","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD","I consider the unmanipualted as treatment (since birds bring gnm) and the removal of gnm (blank) as the control","n","y","y",2,2,"clutch_size","Vosbergen, Netherlands",72,17.8498985801217,36.5037037037037,"pass",0.0180185055026782,0.00699527955810423,0.0180185055026782,0.166709575332104,0.683670987318676,0.166709575332104
"20","GNM_152","included",NA,"mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","36",1,"GNM_152_1",1,"GNM_152_1",3,"GNM_152_3","Sturnus vulgaris","Birds add green material+Extra from author","blank","2",1,1,"both",5,"mean",0.37,1.1700427342623,"SE",10,5,5.5,"mean",0.29,0.58,"SE",4,2,"Clutch size","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD","I consider the addition of green nest material as a treatment vs. removal (therefore blank) as the control)","n","y","y",2,2,"clutch_size","Vosbergen, Netherlands",72,17.8498985801217,13.18391562294,"pass",-0.0953101798043249,0.0165123305785124,-0.0953101798043249,-0.389891219533062,0.710858225933498,-0.389891219533062
"21","GNM_152","included",NA,"mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","37",1,"GNM_152_1",1,"GNM_152_1",4,"GNM_152_4","Sturnus vulgaris","Birds add green material+Extra from author","Birds add green material",NA,1,1,"both",4.5,"mean",0.76,2.1496046148071,"SE",8,4,5.6,"mean",0.22,0.695701085237044,"SE",10,5,"number of nestlings","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"n","y","y",2,2,"number_of_nestling","Vosbergen, Netherlands",72,24.8337028824834,5.74162679425837,"pass",-0.218689200964829,0.0601336482741245,-0.218689200964829,-0.650350297081645,0.47349752827301,-0.650350297081645
"22","GNM_152","included",NA,"mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","38",1,"GNM_152_1",1,"GNM_152_1",5,"GNM_152_5","Sturnus vulgaris","Birds add green material","blank","2",1,1,"both",5.6,"mean",0.22,0.695701085237044,"SE",10,5,5.25,"mean",0.25,0.5,"SE",4,2,"number of nestlings","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"n","y","y",2,2,"number_of_nestling","Vosbergen, Netherlands",72,19.7647058823529,24.8337028824834,"pass",0.0645385211375712,0.0076218820861678,0.0645385211375712,0.445034995371825,0.7141468676504,0.445034995371825
"23","GNM_152","included",NA,"mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","39",1,"GNM_152_1",1,"GNM_152_1",6,"GNM_152_6","Sturnus vulgaris","Birds add green material+Extra from author","blank","2",1,1,"both",4.5,"mean",0.76,2.1496046148071,"SE",8,4,5.25,"mean",0.25,0.5,"SE",4,2,"number of nestlings","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"n","y","y",2,2,"number_of_nestling","Vosbergen, Netherlands",72,19.7647058823529,5.74162679425837,"pass",-0.154150679827258,0.0615820609725372,-0.154150679827258,-0.318589077050814,0.758458250001341,-0.318589077050814
"24","GNM_152","included",NA,"mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","40",1,"GNM_152_1",1,"GNM_152_1",7,"GNM_152_7","Sturnus vulgaris","Birds add green material+Extra from author","Birds add green material",NA,1,1,"both",2.63,"mean",0.84,2.3758787847868,"SE",8,4,2.7,"mean",0.82,2.59306768133807,"SE",10,5,"number of fledlings","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"n","y","y",2,2,"number_of_fledgling","Vosbergen, Netherlands",72,3.21237358715051,3.03607503607504,"pass",-0.0262679268206103,0.388493912278352,-0.0262679268206103,-0.024846861178422,0.450034298139468,-0.024846861178422
"25","GNM_152","included",NA,"mean and variance, shared treatment by 2, shared control by 2","Brouwer L.; Komdeur J.",2002,"Vosbergen, near Groningen, The Netherlands","41",1,"GNM_152_1",1,"GNM_152_1",8,"GNM_152_8","Sturnus vulgaris","Birds add green material","blank","2",1,1,"both",2.7,"mean",0.82,2.59306768133807,"SE",10,5,4.25,"mean",0.48,0.96,"SE",4,2,"number of fledlings","Reproduction","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 1",NA,"b","JMGS","because there were three levels, in this line the data refer to two levels (addition and control) **with addition representing the experimental group and control the control group (given that the group addition had more GNM than the control group)**     **I used repeated traits ID and Temporal ID exact the same way because they shared the same treatments and controls and we do not have any variable to account for that**","SD",NA,"n","y","y",2,2,"number_of_fledgling","Vosbergen, Netherlands",72,8.33333333333333,3.21237358715051,"pass",-0.453667209926042,0.209983297971815,-0.453667209926042,-0.55248827625283,0.721803092528344,-0.55248827625283
